date,name,ath_country,value
1984-12-01,Perrine Pelen,FR,25
1984-12-01,Maria Walliser,CH,0
1984-12-01,Diann Roffe Steinrotter,US,0
1984-12-01,Michela Figini,CH,0
1984-12-01,Ulrike Maier,AT,0
1984-12-01,Karin Buder,AT,0
1984-12-01,Sonja Stotz,DE,0
1984-12-01,Camilla Nilsson,SE,0
1984-12-01,Sylvia Eder,AT,0
1984-12-01,Brigitte Gadient,CH,5
1984-12-01,Malgorzata Tlalka,PL,6
1984-12-01,Traudl Haecher,DE,0
1984-12-01,Amy Liveran,US,0
1984-12-01,Heidi Bowes,US,0
1984-12-01,Heidi Dahlgren,US,0
1984-12-01,Zoe Haas,CH,0
1984-12-01,Catharina Rosenqvist,SE,0
1984-12-01,Mateja Svet,SK,7
1984-12-01,Daniela Zini,IT,8
1984-12-01,Ida Ladstaetter,AT,0
1984-12-01,Anni Kronbichler,AT,9
1984-12-01,Renate Lazak,DE,0
1984-12-01,Elisabeth Kirchler,AT,0
1984-12-01,Blanca Fernandez Ochoa,ES,1
1984-12-01,Christelle Guignard,FR,0
1984-12-01,Helene Barbier,FR,0
1984-12-01,Caroline Beer,AT,3
1984-12-01,Brigitte Oertli,CH,0
1984-12-01,Olga Charvatova,SK,0
1984-12-01,Corinne Schmidhauser,CH,0
1984-12-01,Dorota Tlalka,PL,0
1984-12-01,Elena Medzihradska,SK,0
1984-12-01,Roswitha Steiner,AT,0
1984-12-01,Cristina Brichetti,IT,0
1984-12-01,Regine Moesenlechner,DE,0
1984-12-01,Ivana Valesova,SK,4
1984-12-01,Ursula Konzett,LI,0
1984-12-01,Vreni Schneider,CH,0
1984-12-01,Andreja Leskovsek,,0
1984-12-01,Eva Twardokens,US,0
1984-12-01,Monika Aeijae,SE,0
1984-12-01,Anja Zavadlav,,0
1984-12-01,Maria Rosa Quario,IT,10
1984-12-01,Monika Maierhofer,AT,2
1984-12-01,Maria Epple,DE,20
1984-12-01,Paoletta Magoni,IT,15
1984-12-01,Tamara McKinney,US,12
1984-12-01,Erika Hess,CH,11
1984-12-09,Heidi Dahlgren,US,0
1984-12-09,Caroline Beer,AT,3
1984-12-09,Ivana Valesova,SK,4
1984-12-09,Mateja Svet,SK,7
1984-12-09,Daniela Zini,IT,8
1984-12-09,Anni Kronbichler,AT,9
1984-12-09,Maria Rosa Quario,IT,10
1984-12-09,Tamara McKinney,US,12
1984-12-09,Roswitha Steiner,AT,7
1984-12-09,Paoletta Magoni,IT,15
1984-12-09,Malgorzata Tlalka,PL,18
1984-12-09,Monika Maierhofer,AT,2
1984-12-09,Anja Zavadlav,,6
