date,name,ath_country,value
1999-11-27,Isolde Kostner,IT,100
1999-11-27,Renate Goetschl,AT,0
1999-11-27,Regina Haeusl,DE,0
1999-11-27,Emily Brydon,CA,1
1999-11-27,Melanie Suchet,FR,2
1999-11-27,Anja Kalan,SK,4
1999-11-27,Daniela Ceccarelli,IT,4
1999-11-27,Jeanette Collenberg,CH,5
1999-11-27,Merete Fjeldavlie,NO,6
1999-11-27,Marianne Brechu,FR,7
1999-11-27,Spela Bracun,SK,8
1999-11-27,Kirsten L Clark,US,9
1999-11-27,Stefanie Schuster,AT,0
1999-11-27,Petra Haltmayr,DE,10
1999-11-27,Jonna Mendes,US,12
1999-11-27,Pernilla Wiberg,SE,13
1999-11-27,Nadia Styger,CH,14
1999-11-27,Michaela Dorfmeister,AT,15
1999-11-27,Monika Tschirky,CH,16
1999-11-27,Ingrid Jacquemod,FR,18
1999-11-27,Melanie Turgeon,CA,20
1999-11-27,Tanja Schneider,AT,22
1999-11-27,Marianna Salchinger,AT,24
1999-11-27,Regine Cavagnoud,FR,26
1999-11-27,Bibiana Perez,IT,29
1999-11-27,Elena Tagliabue,IT,11
1999-11-27,Ingeborg H. Marken,NO,0
1999-11-27,Brigitte Obermoser,AT,0
1999-11-27,Kristine Kristiansen,NO,0
1999-11-27,Katia Santus,IT,0
1999-11-27,Christiane Mitterwallner,AT,0
1999-11-27,Marta Antonioli,IT,0
1999-11-27,Alison Powers,US,0
1999-11-27,Kerstin Reisenhofer,AT,0
1999-11-27,Olesja Alieva,RU,0
1999-11-27,Doris Goetzenbrucker,AT,0
1999-11-27,Veronika Thanner,AT,0
1999-11-27,Pia Kaeyhkoe,FI,0
1999-11-27,Patrizia Bassis,IT,0
1999-11-27,Selina Heregger,AT,0
1999-11-27,Caroline Lalive,US,0
1999-11-27,Michaela Kofler,AT,0
1999-11-27,Corinne Imlig,CH,0
1999-11-27,Carole Montillet,FR,0
1999-11-27,Fujiko Sekino,FR,0
1999-11-27,Jenny Owens,AU,0
1999-11-27,Ruth Kuendig,CH,0
1999-11-27,Lucia Recchia,IT,0
1999-11-27,Warwara Zelenskaja,RU,0
1999-11-27,Silvia Berger,AT,0
1999-11-27,Janette Hargin,SE,0
1999-11-27,Romina Dei Cas,IT,0
1999-11-27,Laetitia Dalloz,FR,0
1999-11-27,Alessandra Merlin,IT,0
1999-11-27,Sylviane Berthod,CH,32
1999-11-27,Janica Kostelic,HR,36
1999-11-27,Barbara Merlin,IT,0
1999-11-27,Hilde Gerg,DE,80
1999-11-27,Mojca Suhadolc,SK,40
1999-11-27,Sibylle Brauner,DE,45
1999-11-27,Corinne Rey Bellet,CH,60
1999-11-27,Martina Ertl,DE,50
1999-12-17,Doris Goetzenbrucker,AT,0
1999-12-17,Nadia Styger,CH,14
1999-12-17,Elena Tagliabue,IT,11
1999-12-17,Petra Haltmayr,DE,10
1999-12-17,Kirsten L Clark,US,9
1999-12-17,Marianne Brechu,FR,7
1999-12-17,Daniela Ceccarelli,IT,4
1999-12-17,Marianna Salchinger,AT,44
1999-12-17,Emily Brydon,CA,1
1999-12-17,Monika Tschirky,CH,16
1999-12-17,Lucia Recchia,IT,0
1999-12-17,Ruth Kuendig,CH,0
1999-12-17,Jenny Owens,AU,0
1999-12-17,Fujiko Sekino,FR,0
1999-12-17,Corinne Imlig,CH,0
1999-12-17,Jonna Mendes,US,34
1999-12-17,Michaela Kofler,AT,0
1999-12-17,Caroline Lalive,US,0
1999-12-17,Selina Heregger,AT,0
1999-12-17,Anja Kalan,SK,4
