date,name,ath_country,value
1997-12-06,Hermann Maier,AT,100
1997-12-06,Andreas Schifferer,AT,0
1997-12-06,Didier Cuche,CH,36
1997-12-06,A.J. Kitt,US,1
1997-12-06,Werner Franz,AT,32
1997-12-06,Franco Cavegn,CH,2
1997-12-06,Fredrik Nyberg,SE,29
1997-12-06,Erik Seletto,IT,13
1997-12-06,Ales Brezavsek,SK,3
1997-12-06,Luca Cattaneo,IT,26
1997-12-06,Vincent Blanc,FR,4
1997-12-06,Guenther Mader,AT,24
1997-12-06,Christian Mayer,AT,0
1997-12-06,Chris Puckett,US,5
1997-12-06,Patrik Jaerbyn,SE,6
1997-12-06,Kristian Ghedina,IT,20
1997-12-06,Rainer Salzgeber,AT,7
1997-12-06,Werner Perathoner,IT,18
1997-12-06,Chad Fleischer,US,8
1997-12-06,Tommy Moe,US,16
1997-12-06,Ulrich Perathoner,IT,9
1997-12-06,Jean Luc Cretier,FR,15
1997-12-06,Lasse Paulsen,NO,10
1997-12-06,Daron Rahlves,US,14
1997-12-06,Stefan Krauss,DE,11
1997-12-06,Paul Accola,CH,22
1997-12-06,Peter Runggaldier,IT,0
1997-12-06,Patrick Ortlieb,AT,12
1997-12-06,Frederic Marin Cudraz,FR,40
1997-12-06,Alessandro Fattori,IT,0
1997-12-06,Stephan Eberharter,AT,80
1997-12-06,Iwan Bormolini,IT,0
1997-12-06,Josef Strobl,AT,50
1997-12-06,Kenneth Sivertsen,NO,0
1997-12-06,Jernej Koblar,SK,0
1997-12-06,Adrien Duvillard,FR,0
1997-12-06,Tobias Barnerssoi,DE,0
1997-12-06,Hannes Trinkl,AT,0
1997-12-06,Nicolas Burtin,FR,0
1997-12-06,Audun Groenvold,NO,0
1997-12-06,Lorenzo Galli,IT,0
1997-12-06,Christian Greber,AT,0
1997-12-06,David Pretot,FR,0
1997-12-06,Patrick Wirth,AT,0
1997-12-06,Stefan Stankalla,DE,0
1997-12-06,Hans Knauss,AT,60
1997-12-06,Steve Locher,CH,45
1997-12-06,Juerg Gruenenfelder,CH,0
1997-12-06,Markus Herrmann,CH,0
1997-12-06,Lasse Kjus,NO,0
1997-12-06,Bruno Kernen,CH,0
1997-12-06,Sebastien Fournier-Bidoz,FR,0
1997-12-06,Ed Podivinsky,CA,0
1997-12-06,Kjetil Andre Aamodt,NO,0
1998-01-10,Werner Perathoner,IT,26
1998-01-10,Stefan Stankalla,DE,0
1998-01-10,Christian Greber,AT,0
1998-01-10,Patrick Ortlieb,AT,21
1998-01-10,Kenneth Sivertsen,NO,0
1998-01-10,Juerg Gruenenfelder,CH,10
1998-01-10,David Pretot,FR,0
1998-01-10,Daron Rahlves,US,25
1998-01-10,Markus Herrmann,CH,0
1998-01-10,Frederic Marin Cudraz,FR,52
1998-01-10,Audun Groenvold,NO,0
1998-01-10,Lasse Kjus,NO,0
1998-01-10,Lasse Paulsen,NO,16
1998-01-10,Patrick Wirth,AT,7
1998-01-10,Stefan Krauss,DE,11
1998-01-10,Ulrich Perathoner,IT,9
1998-01-10,Jean Luc Cretier,FR,16
1998-01-10,Chad Fleischer,US,8
1998-01-10,Rainer Salzgeber,AT,7
1998-01-10,Chris Puckett,US,5
1998-01-10,Vincent Blanc,FR,4
1998-01-10,Hannes Trinkl,AT,3
1998-01-10,Adrien Duvillard,FR,0
1998-01-10,Ales Brezavsek,SK,3
1998-01-10,Steve Locher,CH,49
1998-01-10,A.J. Kitt,US,1
1998-01-10,Tobias Barnerssoi,DE,0
1998-01-10,Ed Podivinsky,CA,5
1998-01-10,Iwan Bormolini,IT,0
1998-01-10,Lorenzo Galli,IT,0
1998-01-10,Kjetil Andre Aamodt,NO,0
1998-01-10,Jernej Koblar,SK,0
1998-01-10,Franco Cavegn,CH,2
1998-01-10,Nicolas Burtin,FR,3
1998-01-10,Bruno Kernen,CH,13
1998-01-10,Tommy Moe,US,16
