date,name,ath_country,value
1989-08-08,Michaela Gerg-Leitner,DE,25
1989-08-08,Ulrike Stangassinger,DE,0
1989-08-08,Barbara Sadleder,AT,8
1989-08-08,Sigrid Wolf,AT,0
1989-08-08,Michelle Ruthven Mckendry,CA,0
1989-08-08,Maria Walliser,CH,11
1989-08-08,Karen Percy,CA,0
1989-08-08,Sylvia Eder,AT,0
1989-08-08,Christina Meier,DE,0
1989-08-08,Catherine Quittet,FR,0
1989-08-08,Warwara Zelenskaja,RU,0
1989-08-08,Hilary Lindh,US,0
1989-08-08,Heidi Zurbriggen,CH,0
1989-08-08,Carole Merle,FR,10
1989-08-08,Miriam Vogt,DE,0
1989-08-08,Katharina Gutensohn,DE,0
1989-08-08,Lucie Laroche,CA,1
1989-08-08,Cathy Chedal,FR,2
1989-08-08,Regine Moesenlechner,DE,9
1989-08-08,Stefanie Schuster,AT,4
1989-08-08,Claudine Emonet,FR,4
1989-08-08,Sabine Ginther,AT,5
1989-08-08,Karin Dedler,DE,6
1989-08-08,Petra Kronberger,AT,7
1989-08-08,Chantal Bournissen,CH,0
1989-08-08,Ingrid Stoeckl,AT,0
1989-08-08,Marlis Spescha,CH,0
1989-08-08,Michela Figini,CH,12
1989-08-08,Kendra Kobelka,CA,0
1989-08-08,Kerrin Lee- Gartner,CA,0
1989-08-08,Veronika Stallmaier Wallinger,AT,15
1989-08-08,Olga Kuradchenko,KZ,0
1989-08-08,Brigitte Oertli,CH,0
1989-08-08,Heidi Zeller - Baehler,CH,20
1989-12-09,Petra Kronberger,AT,10
1989-12-09,Kerrin Lee- Gartner,CA,0
1989-12-09,Warwara Zelenskaja,RU,6
1989-12-09,Brigitte Oertli,CH,0
1989-12-09,Christina Meier,DE,2
1989-12-09,Karin Dedler,DE,11
1989-12-09,Olga Kuradchenko,KZ,0
1989-12-09,Kendra Kobelka,CA,0
1989-12-09,Catherine Quittet,FR,4
1989-12-09,Ingrid Stoeckl,AT,0
1989-12-09,Chantal Bournissen,CH,0
1989-12-09,Ulrike Stangassinger,DE,0
1989-12-09,Karen Percy,CA,1
1989-12-09,Marlis Spescha,CH,0
1989-12-09,Sigrid Wolf,AT,0
1989-12-09,Michelle Ruthven Mckendry,CA,0
1989-12-09,Lucie Laroche,CA,1
1989-12-09,Cathy Chedal,FR,2
1989-12-09,Stefanie Schuster,AT,4
1989-12-09,Claudine Emonet,FR,4
1989-12-09,Sabine Ginther,AT,5
1989-12-09,Barbara Sadleder,AT,8
1989-12-09,Regine Moesenlechner,DE,9
1989-12-09,Sylvia Eder,AT,1
1989-12-09,Hilary Lindh,US,8
1989-12-09,Carole Merle,FR,10
1989-12-09,Veronika Stallmaier Wallinger,AT,27
1989-12-09,Maria Walliser,CH,36
1989-12-09,Miriam Vogt,DE,10
1989-12-09,Heidi Zurbriggen,CH,9
1989-12-09,Katharina Gutensohn,DE,11
1989-12-09,Michela Figini,CH,32
1989-12-09,Heidi Zeller - Baehler,CH,28
1989-12-09,Michaela Gerg-Leitner,DE,40
1989-12-16,Maria Walliser,CH,36
1989-12-16,Petra Kronberger,AT,35
1989-12-16,Michaela Gerg-Leitner,DE,60
1989-12-16,Michelle Ruthven Mckendry,CA,8
1989-12-16,Carole Merle,FR,10
1989-12-16,Katharina Gutensohn,DE,23
1989-12-16,Veronika Stallmaier Wallinger,AT,38
1989-12-16,Michela Figini,CH,42
1989-12-16,Karen Percy,CA,16
1989-12-16,Regine Moesenlechner,DE,9
1989-12-16,Claudine Emonet,FR,4
1989-12-16,Ulrike Stangassinger,DE,1
1989-12-16,Marlis Spescha,CH,3
1989-12-16,Kerrin Lee- Gartner,CA,0
1989-12-16,Brigitte Oertli,CH,0
1989-12-16,Olga Kuradchenko,KZ,0
1989-12-16,Kendra Kobelka,CA,0
1989-12-16,Ingrid Stoeckl,AT,0
1989-12-16,Sabine Ginther,AT,5
1989-12-16,Chantal Bournissen,CH,0
1989-12-16,Warwara Zelenskaja,RU,6
1989-12-16,Hilary Lindh,US,8
1989-12-16,Heidi Zurbriggen,CH,9
1989-12-16,Lucie Laroche,CA,1
1989-12-16,Cathy Chedal,FR,2
1989-12-16,Stefanie Schuster,AT,4
1989-12-16,Christina Meier,DE,2
1989-12-16,Miriam Vogt,DE,12
1989-12-16,Sylvia Eder,AT,1
1989-12-16,Barbara Sadleder,AT,17
1989-12-16,Catherine Quittet,FR,8
1989-12-16,Heidi Zeller - Baehler,CH,33
1989-12-16,Sigrid Wolf,AT,7
1989-12-16,Karin Dedler,DE,18
1989-12-17,Ulrike Stangassinger,DE,1
1989-12-17,Michaela Gerg-Leitner,DE,75
1989-12-17,Katharina Gutensohn,DE,43
1989-12-17,Veronika Stallmaier Wallinger,AT,43
1989-12-17,Petra Kronberger,AT,60
1989-12-17,Maria Walliser,CH,45
1989-12-17,Karin Dedler,DE,24
1989-12-17,Chantal Bournissen,CH,7
1989-12-17,Carole Merle,FR,10
1989-12-17,Michela Figini,CH,51
1989-12-17,Regine Moesenlechner,DE,9
1989-12-17,Stefanie Schuster,AT,4
1989-12-17,Cathy Chedal,FR,2
1989-12-17,Lucie Laroche,CA,1
1989-12-17,Heidi Zurbriggen,CH,9
1989-12-17,Catherine Quittet,FR,8
1989-12-17,Sylvia Eder,AT,1
1989-12-17,Karen Percy,CA,16
1989-12-17,Sigrid Wolf,AT,7
1989-12-17,Ingrid Stoeckl,AT,0
1989-12-17,Kendra Kobelka,CA,0
1989-12-17,Olga Kuradchenko,KZ,0
1989-12-17,Brigitte Oertli,CH,0
1989-12-17,Kerrin Lee- Gartner,CA,0
1989-12-17,Claudine Emonet,FR,4
1989-12-17,Heidi Zeller - Baehler,CH,45
1989-12-17,Sabine Ginther,AT,5
1989-12-17,Christina Meier,DE,6
1989-12-17,Miriam Vogt,DE,14
1989-12-17,Marlis Spescha,CH,4
1989-12-17,Warwara Zelenskaja,RU,7
1989-12-17,Michelle Ruthven Mckendry,CA,12
1989-12-17,Barbara Sadleder,AT,28
1989-12-17,Hilary Lindh,US,18
1990-01-13,Christina Meier,DE,6
1990-01-13,Sylvia Eder,AT,1
1990-01-13,Karen Percy,CA,16
1990-01-13,Ingrid Stoeckl,AT,8
1990-01-13,Michelle Ruthven Mckendry,CA,12
1990-01-13,Marlis Spescha,CH,4
1990-01-13,Chantal Bournissen,CH,7
1990-01-13,Kendra Kobelka,CA,0
1990-01-13,Michela Figini,CH,58
1990-01-13,Hilary Lindh,US,18
1990-01-13,Heidi Zeller - Baehler,CH,45
1990-01-13,Olga Kuradchenko,KZ,0
1990-01-13,Lucie Laroche,CA,1
1990-01-13,Ulrike Stangassinger,DE,5
1990-01-13,Katharina Gutensohn,DE,53
1990-01-13,Cathy Chedal,FR,2
1990-01-13,Stefanie Schuster,AT,7
1990-01-13,Claudine Emonet,FR,4
1990-01-13,Sabine Ginther,AT,5
1990-01-13,Regine Moesenlechner,DE,9
1990-01-13,Barbara Sadleder,AT,30
1990-01-13,Heidi Zurbriggen,CH,9
1990-01-13,Catherine Quittet,FR,9
1990-01-13,Michaela Gerg-Leitner,DE,81
1990-01-13,Brigitte Oertli,CH,0
1990-01-13,Karin Dedler,DE,39
1990-01-13,Carole Merle,FR,10
1990-01-13,Petra Kronberger,AT,80
1990-01-13,Warwara Zelenskaja,RU,12
1990-01-13,Sigrid Wolf,AT,18
1990-01-13,Maria Walliser,CH,70
1990-01-13,Veronika Stallmaier Wallinger,AT,55
1990-01-13,Miriam Vogt,DE,23
1990-01-13,Kerrin Lee- Gartner,CA,0
1990-01-27,Sabine Ginther,AT,5
1990-01-27,Kerrin Lee- Gartner,CA,0
1990-01-27,Ingrid Stoeckl,AT,8
1990-01-27,Chantal Bournissen,CH,7
1990-01-27,Ulrike Stangassinger,DE,5
1990-01-27,Marlis Spescha,CH,4
