date,name,ath_country,value
2017-12-29,Alexis Pinturault,FR,100
2017-12-29,Frederic Berthold,AT,0
2017-12-29,Blaise Giezendanner,FR,0
2017-12-29,Adrien Theaux,FR,0
2017-12-29,Vincent Kriechmayr,AT,0
2017-12-29,Dominik Paris,IT,0
2017-12-29,Andreas Zampa,SK,0
2017-12-29,Sebastian-Foss Solevaag,NO,1
2017-12-29,Andreas Romar,FI,0
2017-12-29,Kipling Weisel,US,0
2017-12-29,Jeffrey Read,CA,0
2017-12-29,Nils Mani,CH,3
2017-12-29,Stian Saugestad,NO,0
2017-12-29,Gilles Roulin,CH,4
2017-12-29,Victor Muffat Jeandet,FR,5
2017-12-29,Maxence Muzaton,FR,6
2017-12-29,Stefan Rogentin,CH,7
2017-12-29,Emanuele Buzzi,IT,2
2017-12-29,Alexander Prast,IT,0
2017-12-29,Luca Aerni,CH,0
2017-12-29,Drew Duffy,US,0
2017-12-29,Rasmus Windingstad,NO,0
2017-12-29,Istok Rodes,HR,0
2017-12-29,Adam Zampa,SK,0
2017-12-29,Krystof Kryzl,CZ,0
2017-12-29,Adrian Smiseth Sejersted,NO,0
2017-12-29,Filip Forejtek,CZ,0
2017-12-29,Ondrej Berndt,CZ,0
2017-12-29,Miha Hrobat,SK,0
2017-12-29,Bjoernar Neteland,NO,0
2017-12-29,Thomas Mermillod,FR,0
2017-12-29,Marco Schwarz,AT,0
2017-12-29,Ted Ligety,US,0
2017-12-29,Pavel Trikhichev,RU,0
2017-12-29,Christopher Neumayer,AT,0
2017-12-29,Tilen Debelak,SK,0
2017-12-29,Yuri Danilochkin,BY,0
2017-12-29,Ryoh Sugai,JP,0
2017-12-29,Albin Tahiri,XK,0
2017-12-29,Luca De Aliprandini,IT,9
2017-12-29,Felix Monsen,SE,8
2017-12-29,Marc Gisin,CH,10
2017-12-29,Peter Fill,IT,80
2017-12-29,Kjetil Jansrud,NO,60
2017-12-29,Mauro Caviezel,CH,50
2017-12-29,Thomas Dressen,DE,45
2017-12-29,Matthias Mayer,AT,40
2017-12-29,Martin Cater,SK,36
2017-12-29,Broderick Thompson,CA,32
2017-12-29,Gian Luca Barandun,CH,29
2017-12-29,Romed Baumann,AT,26
2017-12-29,Christof Innerhofer,IT,24
2017-12-29,Riccardo Tonetti,IT,20
2017-12-29,Ryan Cochran-Siegle,US,18
2017-12-29,Jared Goldberg,US,16
2017-12-29,Klemen Kosi,SK,22
2017-12-29,Marko Vukicevic,RS,0
2017-12-29,Bostjan Kline,SK,14
2017-12-29,Aleksander Aamodt Kilde,NO,13
2017-12-29,Bryce Bennett,US,12
2017-12-29,Justin Murisier,CH,12
2017-12-29,Ralph Weber,CH,15
2018-01-12,Jeffrey Read,CA,0
2018-01-12,Marc Gisin,CH,10
2018-01-12,Kipling Weisel,US,0
2018-01-12,Stefan Rogentin,CH,7
2018-01-12,Andreas Zampa,SK,0
2018-01-12,Bostjan Kline,SK,14
2018-01-12,Marko Vukicevic,RS,0
2018-01-12,Christopher Neumayer,AT,0
2018-01-12,Christof Innerhofer,IT,24
2018-01-12,Luca Aerni,CH,0
2018-01-12,Nils Allegre,FR,0
2018-01-12,Blaise Giezendanner,FR,0
2018-01-12,Maxence Muzaton,FR,6
2018-01-12,Adrien Theaux,FR,0
2018-01-12,Alexis Pinturault,FR,100
2018-01-12,Vincent Kriechmayr,AT,0
2018-01-12,Jan Zabystran,CZ,0
2018-01-12,Luca De Aliprandini,IT,9
2018-01-12,Christoffer Faarup,DK,0
2018-01-12,Gilles Roulin,CH,4
2018-01-12,Sam Morse,US,0
2018-01-12,Christian Walder,AT,0
2018-01-12,Daniel Danklmaier,AT,0
2018-01-12,Alexander Prast,IT,0
2018-01-12,Gian Luca Barandun,CH,29
2018-01-12,Ondrej Berndt,CZ,1
2018-01-12,Ryoh Sugai,JP,2
2018-01-12,Victor Muffat Jeandet,FR,105
2018-01-12,Pavel Trikhichev,RU,80
2018-01-12,Peter Fill,IT,140
2018-01-12,Kjetil Jansrud,NO,110
2018-01-12,Dominik Paris,IT,45
2018-01-12,Mauro Caviezel,CH,90
2018-01-12,Justin Murisier,CH,48
2018-01-12,Matthias Mayer,AT,72
2018-01-12,Bryce Bennett,US,41
2018-01-12,Aleksander Aamodt Kilde,NO,39
2018-01-12,Ted Ligety,US,24
2018-01-12,Marco Schwarz,AT,22
2018-01-12,Thomas Mermillod,FR,20
2018-01-12,Thomas Dressen,DE,63
2018-01-12,Romed Baumann,AT,42
2018-01-12,Frederic Berthold,AT,15
2018-01-12,Broderick Thompson,CA,46
2018-01-12,Ryan Cochran-Siegle,US,31
2018-01-12,Jared Goldberg,US,28
2018-01-12,Nils Mani,CH,13
2018-01-12,Riccardo Tonetti,IT,29
2018-01-12,Bjoernar Neteland,NO,8
2018-01-12,Felix Monsen,SE,15
2018-01-12,Andreas Romar,FI,6
2018-01-12,Martin Cater,SK,41
2018-01-12,Klemen Kosi,SK,26
2018-01-12,Miha Hrobat,SK,3
2018-01-12,Stian Saugestad,NO,0
2018-01-12,Emanuele Buzzi,IT,13
