date,name,ath_country,value
1970-12-13,Henri Duvillard,FR,25
1970-12-13,Michele Stefani,IT,0
1970-12-13,Mike Lafferty,US,0
1970-12-13,Andreas Sprecher,CH,8
1970-12-13,Malcolm Milne,AU,0
1970-12-13,Michel Daetwyler,CH,0
1970-12-13,Adolf Roesti,CH,0
1970-12-13,Hank Kashiwa,US,0
1970-12-13,Rene Berthod,CH,0
1970-12-13,Manfred Jakober,CH,0
1970-12-13,Bernard Charvin,FR,0
1970-12-13,Walter Tresch,CH,6
1970-12-13,Bob Cochran,US,0
1970-12-13,Josef Loidl,AT,0
1970-12-13,Jean Daniel Daetwyler,CH,0
1970-12-13,Bernard Grosfilley,FR,0
1970-12-13,Karl Cordin,AT,0
1970-12-13,Heini Messner,AT,4
1970-12-13,Hans Zingre,CH,1
1970-12-13,Kurt Huggler,CH,1
1970-12-13,David Zwilling,AT,2
1970-12-13,Craig Shanholtzer,US,0
1970-12-13,Reinhard Tritscher,AT,0
1970-12-13,Stefano Anzi,IT,0
1970-12-13,Franz Vogler,DE,3
1970-12-13,Bernard Russi,CH,11
1970-12-13,Karl Schranz,AT,15
1970-12-13,Bernard Orcel,FR,20
1970-12-13,Gustav Thoeni,IT,0
1970-12-20,Gustav Thoeni,IT,0
1970-12-20,Bob Cochran,US,2
1970-12-20,Reinhard Tritscher,AT,0
1970-12-20,Stefano Anzi,IT,0
1970-12-20,Heini Messner,AT,5
1970-12-20,Bernard Charvin,FR,0
1970-12-20,Michele Stefani,IT,0
1970-12-20,Mike Lafferty,US,0
1970-12-20,Michel Daetwyler,CH,0
1970-12-20,Josef Loidl,AT,3
1970-12-20,Rene Berthod,CH,0
1970-12-20,Manfred Jakober,CH,0
1970-12-20,Craig Shanholtzer,US,0
1970-12-20,Hans Zingre,CH,1
1970-12-20,Kurt Huggler,CH,1
1970-12-20,David Zwilling,AT,2
1970-12-20,Franz Vogler,DE,3
1970-12-20,Walter Tresch,CH,6
1970-12-20,Andreas Sprecher,CH,8
1970-12-20,Adolf Roesti,CH,0
1970-12-20,Hank Kashiwa,US,0
1970-12-20,Malcolm Milne,AU,0
1970-12-20,Henri Duvillard,FR,33
1970-12-20,Bernard Russi,CH,22
1970-12-20,Bernard Grosfilley,FR,6
1970-12-20,Karl Schranz,AT,30
1970-12-20,Bernard Orcel,FR,40
1970-12-20,Karl Cordin,AT,25
1970-12-20,Jean Daniel Daetwyler,CH,4
1971-01-16,Andreas Sprecher,CH,23
