date,name,ath_country,value
1984-03-25,Olga Charvatova,SK,25
1984-03-25,Erika Hess,CH,20
1984-03-25,Tamara McKinney,US,15
1984-03-25,Brigitte Gadient,CH,12
1984-03-25,Dorota Tlalka,PL,11
1984-03-25,Marina Kiehl,DE,10
1984-03-25,Hanni Wenzel,LI,9
1984-03-25,Perrine Pelen,FR,8
1984-03-25,Lea Soelkner,AT,7
1984-03-25,Malgorzata Tlalka,PL,6
1984-03-25,Christin Cooper,US,5
1984-03-25,Sylvia Eder,AT,5
1984-03-25,Michela Figini,CH,5
1984-03-25,Laurie Graham,CA,5
1984-03-25,Brigitte Oertli,CH,5
1984-03-25,Maria Walliser,CH,5
