date,name,ath_country,value
1991-11-24,Alberto Tomba,IT,100
1991-11-24,Michael von Gruenigen,CH,0
1991-11-24,Hubert Strolz,AT,0
1991-11-24,Dietmar Thoeni,AT,0
1991-11-24,Thomas Sykora,AT,0
1991-11-24,Patrice Bianchi,FR,40
1991-11-24,Thomas Stangassinger,AT,0
1991-11-24,Roberto Spampatti,IT,0
1991-11-24,Fabrizio Tescari,IT,0
1991-11-24,Johan Wallner,SE,0
1991-11-24,Takuya Ishioka,JP,0
1991-11-24,Markus Eberle,AT,0
1991-11-24,Stephan Eberharter,AT,0
1991-11-24,Roger Pramotton,IT,0
1991-11-24,Carlo Gerosa,IT,43
1991-11-24,Oliver Kuenzi,CH,0
1991-11-24,Harald Chr. Strand Nilsen,NO,0
1991-11-24,Heinz Peter Platter,IT,0
1991-11-24,Joe Levins,US,0
1991-11-24,Willy Raine,CA,0
1991-11-24,Christophe Berra,CH,0
1991-11-24,Benno Wicki,CH,0
1991-11-24,Jonas Nilsson,SE,0
1991-11-24,Michael Tritscher,AT,0
1991-11-24,Christian Polig,IT,24
1991-11-24,Steve Locher,CH,22
1991-11-24,Ole Kristian Furuseth,NO,28
1991-11-24,Patrick Staub,CH,20
1991-11-24,Francois Simond,FR,18
1991-11-24,Stephane Exartier,FR,16
1991-11-24,Alain Villiard,CA,14
1991-11-24,Guenther Mader,AT,31
1991-11-24,Bernhard Bauer,DE,12
1991-11-24,Jeremy Nobis,US,10
1991-11-24,Hans Pieren,CH,9
1991-11-24,Fredrik Nyberg,SE,8
1991-11-24,Fabio De Crignis,IT,34
1991-11-24,Matteo Belfrond,IT,7
1991-11-24,Richard Pramotton,IT,6
1991-11-24,Jure Kosir,SK,5
1991-11-24,Thomas Fogdoe,SE,0
1991-11-24,Matthew Grosjean,US,37
1991-11-24,Peter Roth,DE,0
1991-11-24,Mats Ericson,SE,0
1991-11-24,Kjetil Andre Aamodt,NO,0
1991-11-24,Didrik Marksten,NO,0
1991-11-24,Martin Knoeri,CH,0
1991-11-24,Paul Accola,CH,80
1991-11-24,Bernhard Gstrein,AT,47
1991-11-24,Konrad  Kurt Ladstaetter,IT,60
1991-11-24,Armin Bittner,DE,55
1991-11-24,Finn Chr. Jagge,NO,51
1991-11-24,Gregor Grilc,SK,0
1991-11-24,Marc Girardelli,LU,26
1991-11-24,Espen Hellerud,NO,0
1991-11-24,Lasse Kjus,NO,0
1991-11-24,Angelo Weiss,IT,0
1991-11-24,Tetsuya Okabe,JP,0
1991-11-24,Siegfried Voglreiter,AT,0
1991-11-30,Armin Bittner,DE,55
1991-11-30,Guenther Mader,AT,40
1991-11-30,Willy Raine,CA,0
1991-11-30,Hubert Strolz,AT,10
1991-11-30,Benno Wicki,CH,0
1991-11-30,Michael von Gruenigen,CH,12
1991-11-30,Christophe Berra,CH,14
1991-11-30,Kjetil Andre Aamodt,NO,0
1991-11-30,Martin Knoeri,CH,0
1991-11-30,Konrad  Kurt Ladstaetter,IT,76
1991-11-30,Tetsuya Okabe,JP,0
1991-11-30,Lasse Kjus,NO,0
1991-11-30,Jonas Nilsson,SE,20
1991-11-30,Mats Ericson,SE,20
1991-11-30,Angelo Weiss,IT,0
1991-11-30,Steve Locher,CH,44
1991-11-30,Siegfried Voglreiter,AT,0
1991-11-30,Espen Hellerud,NO,0
1991-11-30,Patrice Bianchi,FR,64
1991-11-30,Gregor Grilc,SK,0
1991-11-30,Joe Levins,US,0
1991-11-30,Heinz Peter Platter,IT,0
1991-11-30,Harald Chr. Strand Nilsen,NO,0
1991-11-30,Christian Polig,IT,50
1991-11-30,Patrick Staub,CH,20
1991-11-30,Francois Simond,FR,18
1991-11-30,Alain Villiard,CA,14
1991-11-30,Jeremy Nobis,US,10
1991-11-30,Hans Pieren,CH,9
1991-11-30,Fredrik Nyberg,SE,8
1991-11-30,Matteo Belfrond,IT,7
1991-11-30,Richard Pramotton,IT,6
1991-11-30,Jure Kosir,SK,5
1991-11-30,Dietmar Thoeni,AT,8
1991-11-30,Thomas Stangassinger,AT,0
1991-11-30,Fabrizio Tescari,IT,0
1991-11-30,Johan Wallner,SE,0
1991-11-30,Takuya Ishioka,JP,0
1991-11-30,Markus Eberle,AT,0
1991-11-30,Stephan Eberharter,AT,0
1991-11-30,Roger Pramotton,IT,0
1991-11-30,Thomas Sykora,AT,6
1991-11-30,Didrik Marksten,NO,0
1991-11-30,Bernhard Bauer,DE,19
1991-11-30,Roberto Spampatti,IT,0
1991-11-30,Oliver Kuenzi,CH,0
1991-11-30,Stephane Exartier,FR,16
1991-11-30,Matthew Grosjean,US,68
1991-11-30,Alberto Tomba,IT,180
1991-11-30,Thomas Fogdoe,SE,80
1991-11-30,Michael Tritscher,AT,28
1991-11-30,Finn Chr. Jagge,NO,106
1991-11-30,Carlo Gerosa,IT,77
1991-11-30,Bernhard Gstrein,AT,98
1991-11-30,Ole Kristian Furuseth,NO,75
1991-11-30,Paul Accola,CH,180
1991-11-30,Marc Girardelli,LU,66
1991-11-30,Fabio De Crignis,IT,71
1991-11-30,Peter Roth,DE,43
1991-12-10,Thomas Stangassinger,AT,47
1991-12-10,Bernhard Bauer,DE,19
1991-12-10,Hans Pieren,CH,9
1991-12-10,Fredrik Nyberg,SE,8
1991-12-10,Matteo Belfrond,IT,7
1991-12-10,Thomas Sykora,AT,18
1991-12-10,Richard Pramotton,IT,6
1991-12-10,Jure Kosir,SK,5
1991-12-10,Michael Tritscher,AT,28
1991-12-10,Christophe Berra,CH,14
1991-12-10,Dietmar Thoeni,AT,8
1991-12-10,Markus Eberle,AT,0
