date,name,ath_country,value
2018-12-02,Stefan Luitz,DE,100
2018-12-02,Andreas Zampa,SK,0
2018-12-02,River Radamus,US,0
2018-12-02,Albert Popov,BG,0
2018-12-02,Giulio Bosca,IT,0
2018-12-02,Alex Hofer,IT,0
2018-12-02,Matthias Mayer,AT,0
2018-12-02,Roland Leitinger,AT,0
2018-12-02,Marc Rochat,CH,0
2018-12-02,Luca Aerni,CH,0
2018-12-02,Luke Winters,US,0
2018-12-02,Willis Feasey,NZ,0
2018-12-02,Roberto Nani,IT,0
2018-12-02,Morgan Megarry,CA,0
2018-12-02,Filip Forejtek,CZ,0
2018-12-02,Tomas Birkner De Miguel,AR,0
2018-12-02,Stefan Brennsteiner,AT,0
2018-12-02,Manuel Feller,AT,0
2018-12-02,Miha Hrobat,SK,0
2018-12-02,Ivan Kuznetsov,RU,0
2018-12-02,Daniel Meier,AT,0
2018-12-02,Kyle Negomir,US,0
2018-12-02,Matej Prielozny,SK,0
2018-12-02,Charlie Raposo,GB,0
2018-12-02,Cyprien Sarrazin,FR,0
2018-12-02,Adam Barwood,NZ,0
2018-12-02,Masanori Shin,JP,0
2018-12-02,Bjoernar Neteland,NO,0
2018-12-02,Markus Monsen,NO,0
2018-12-02,Alexander Schmid,DE,14
2018-12-02,Brian Mclaughlin,US,13
2018-12-02,Erik Read,CA,12
2018-12-02,Adam Zampa,SK,12
2018-12-02,Thomas Fanara,FR,10
2018-12-02,Ryan Cochran-Siegle,US,9
2018-12-02,Johannes Strolz,AT,8
2018-12-02,Fritz Dopfer,DE,7
2018-12-02,Elia Zurbriggen,CH,6
2018-12-02,Zan Kranjec,SK,5
2018-12-02,Marco Odermatt,CH,4
2018-12-02,Giovanni Borsotti,IT,0
2018-12-02,Kjetil Jansrud,NO,3
2018-12-02,Dominik Raschner,AT,0
2018-12-02,Trevor Philp,CA,0
2018-12-02,Stefan Hadalin,SK,0
2018-12-02,Pavel Trikhichev,RU,0
2018-12-02,Luca De Aliprandini,IT,0
2018-12-02,Benedikt Staubitzer,DE,0
2018-12-02,Aleksander Aamodt Kilde,NO,0
2018-12-02,Aleksandr Andrienko,RU,0
