date,name,ath_country,value
1990-12-08,Leonhard Stock,AT,25
1990-12-08,Michael Mair,IT,0
1990-12-08,Xavier Gigandet,CH,0
1990-12-08,Lukas Perathoner,IT,0
1990-12-08,Armin Assinger,AT,0
1990-12-08,Marc Girardelli,LU,0
1990-12-08,Erwin Resch,AT,0
1990-12-08,Jan Einar Thorsen,NO,10
1990-12-08,Peter Runggaldier,IT,0
1990-12-08,Bernard Fahner,CH,0
1990-12-08,Helmut Hoeflehner,AT,0
1990-12-08,Hans-Joerg Tauscher,DE,0
1990-12-08,A.J. Kitt,US,0
1990-12-08,William Besse,CH,0
1990-12-08,Kristian Ghedina,IT,0
1990-12-08,Niklas Henning,SE,0
1990-12-08,Karl Alpiger,CH,9
1990-12-08,Rob Boyd,CA,0
1990-12-08,Atle Skaardal,NO,0
1990-12-08,Berni Huber,DE,0
1990-12-08,Kyle Rasmussen,US,1
1990-12-08,Tommy Moe,US,1
1990-12-08,Lasse Arnesen,NO,8
1990-12-08,Frank Piccard,FR,2
1990-12-08,Luc Alphand,FR,3
1990-12-08,Denis Rey,FR,5
1990-12-08,Daniel Mahrer,CH,7
1990-12-08,Lasse Kjus,NO,5
1990-12-08,Christophe Ple',FR,0
1990-12-08,Peter Mueller,CH,0
1990-12-08,Patrick Ortlieb,AT,11
1990-12-08,Ed Podivinsky,CA,0
1990-12-08,Franz Heinzer,CH,20
1990-12-08,Felix Belczyk,CA,0
1990-12-08,Peter Wirnsberger,AT,15
1990-12-08,Hannes Zehentner,DE,12
1990-12-08,Brian Stemmle,CA,6
1990-12-08,Peter Rzehak,AT,0
1990-12-08,Guenther Mader,AT,0
1990-12-14,Leonhard Stock,AT,25
1990-12-14,Patrick Ortlieb,AT,15
1990-12-14,Peter Rzehak,AT,0
1990-12-14,Guenther Mader,AT,0
1990-12-14,Karl Alpiger,CH,14
1990-12-14,Ed Podivinsky,CA,0
1990-12-14,Tommy Moe,US,4
1990-12-14,Felix Belczyk,CA,0
1990-12-14,Luc Alphand,FR,5
1990-12-14,Peter Mueller,CH,0
1990-12-14,Christophe Ple',FR,0
1990-12-14,Brian Stemmle,CA,7
1990-12-14,A.J. Kitt,US,1
1990-12-14,Xavier Gigandet,CH,0
1990-12-14,Lukas Perathoner,IT,0
1990-12-14,Armin Assinger,AT,0
1990-12-14,William Besse,CH,6
1990-12-14,Erwin Resch,AT,0
1990-12-14,Peter Runggaldier,IT,0
1990-12-14,Bernard Fahner,CH,0
1990-12-14,Helmut Hoeflehner,AT,0
1990-12-14,Hans-Joerg Tauscher,DE,0
1990-12-14,Kyle Rasmussen,US,1
1990-12-14,Frank Piccard,FR,2
1990-12-14,Denis Rey,FR,5
1990-12-14,Lasse Kjus,NO,5
1990-12-14,Jan Einar Thorsen,NO,10
1990-12-14,Peter Wirnsberger,AT,15
1990-12-14,Marc Girardelli,LU,0
1990-12-14,Michael Mair,IT,0
1990-12-14,Lasse Arnesen,NO,20
1990-12-14,Niklas Henning,SE,9
1990-12-14,Rob Boyd,CA,9
1990-12-14,Hannes Zehentner,DE,22
1990-12-14,Berni Huber,DE,20
