name,id,bd,competitor_id,photo,club,country
Liene Fimbauere,555016,1989,105340,https://data.fis-ski.com/general/load-competitor-picture/105340.html,SK Kore,LAT
Mateja Svet,315043,1968,59871,https://data.fis-ski.com/general/load-competitor-picture/59871.html,,SLO
Heidi Zurbriggen,515142,1967,68530,https://data.fis-ski.com/general/load-competitor-picture/68530.html,"Ski Club Mattmark, Saas Almagell",SUI
Marion Pellissier,196812,1988,97751,https://data.fis-ski.com/general/load-competitor-picture/97751.html,C.S. St Francois Longchamp,FRA
Petra Bernet,515014,1966,4489,https://data.fis-ski.com/general/load-competitor-picture/4489.html,,SUI
Sasa Trsinski,385093,1996,172528,https://data.fis-ski.com/general/load-competitor-picture/172528.html,SK Zagreb,CRO
Camilla Lundbaeck,505032,1965,36273,https://data.fis-ski.com/general/load-competitor-picture/36273.html,,SWE
Katja Koren,565029,1975,31880,https://data.fis-ski.com/general/load-competitor-picture/31880.html,,SLO
Martina Geisler,55812,1986,68630,https://data.fis-ski.com/general/load-competitor-picture/68630.html,WSV Tux,AUT
Christina Risler,106319,1983,51152,https://data.fis-ski.com/general/load-competitor-picture/51152.html,Whistler,CAN
Marianne Abderhalden,515782,01-04-1986,70206,https://data.fis-ski.com/general/load-competitor-picture/70206.html,SSC Toggenburg,SUI
Ida Ladstaetter,55044,1965,33426,https://data.fis-ski.com/general/load-competitor-picture/33426.html,,AUT
Iva Misak,385069,1993,146639,https://data.fis-ski.com/general/load-competitor-picture/146639.html,SK Varazdin,CRO
Camilla Nilsson,505039,1967,43579,https://data.fis-ski.com/general/load-competitor-picture/43579.html,,SWE
Julia Mancuso,537545,1984,37327,https://data.fis-ski.com/general/load-competitor-picture/37327.html,Squaw Valley Ski Team,USA
Maria Holaus,55669,1983,25372,https://data.fis-ski.com/general/load-competitor-picture/25372.html,Skiklub Brixen im Thale,AUT
Stephanie Hoolahan,105052,1974,25673,https://data.fis-ski.com/general/load-competitor-picture/25673.html,,CAN
Ali Nullmeyer,107798,21-08-1998,195851,https://data.fis-ski.com/general/load-competitor-picture/195851.html,GEORGIAN PEAKS,CAN
Karin Koellerer,55136,1970,31388,https://data.fis-ski.com/general/load-competitor-picture/31388.html,,AUT
Susanne Ekman,505271,1978,15380,https://data.fis-ski.com/general/load-competitor-picture/15380.html,Saltsjöbadens SLK,SWE
Simone Behringer,205485,1976,3765,https://data.fis-ski.com/general/load-competitor-picture/3765.html,,GER
Marie Massios,197215,1992,135871,https://data.fis-ski.com/general/load-competitor-picture/135871.html,S.C. Meribel,FRA
Andrea Casasnovas,495604,1987,78880,https://data.fis-ski.com/general/load-competitor-picture/78880.html,Candanchu EC,ESP
Greta Small,45331,16-10-1995,163939,https://data.fis-ski.com/general/load-competitor-picture/163939.html,Mount Hotham Racing Squad,AUS
Kelly Vanderbeek,106402,1983,63602,https://data.fis-ski.com/general/load-competitor-picture/63602.html,Chicopee Ski Club,CAN
Mandy Dirkzwager,405091,1990,116090,https://data.fis-ski.com/general/load-competitor-picture/116090.html,,NED
Catherine Quittet,195143,1964,49496,https://data.fis-ski.com/general/load-competitor-picture/49496.html,,FRA
Lelde Gasuna,555018,17-09-1990,119433,https://data.fis-ski.com/general/load-competitor-picture/119433.html,SK International Ski Team,LAT
Maren Skjoeld,425981,29-09-1993,145117,https://data.fis-ski.com/general/load-competitor-picture/145117.html,Gjoevik Skiclub,NOR
Lisa Marie Walz,206249,1988,95427,https://data.fis-ski.com/general/load-competitor-picture/95427.html,SC Erbach,GER
Martina Lechner,55339,1978,34466,https://data.fis-ski.com/general/load-competitor-picture/34466.html,,AUT
Ana Jelusic,385032,1986,68884,https://data.fis-ski.com/general/load-competitor-picture/68884.html,SK Platak,CRO
Isabelle Huber,205820,1981,26081,https://data.fis-ski.com/general/load-competitor-picture/26081.html,SC Ruhpolding,GER
Denise Feierabend,515997,15-04-1989,104917,https://data.fis-ski.com/general/load-competitor-picture/104917.html,Engelberg,SUI
Rina Mueller,516090,1990,117596,https://data.fis-ski.com/general/load-competitor-picture/117596.html,Parpan,SUI
Breezy Johnson,6535455,19-01-1996,173200,https://data.fis-ski.com/general/load-competitor-picture/173200.html,,USA
Ann Katrin Magg,206548,1994,156178,https://data.fis-ski.com/general/load-competitor-picture/156178.html,DAV Ueberlingen,GER
Lin Ivarsson,506718,08-01-1996,172400,https://data.fis-ski.com/general/load-competitor-picture/172400.html,Aare Slk,SWE
Adriana Jelinkova,405138,10-04-1995,164943,https://data.fis-ski.com/general/load-competitor-picture/164943.html,Snowsports Academy Racing and Skicl,NED
Susanne Weinbuchner,206408,1991,126583,https://data.fis-ski.com/general/load-competitor-picture/126583.html,SC Lenggries,GER
Claudia Morandini,296073,1982,41352,https://data.fis-ski.com/general/load-competitor-picture/41352.html,,ITA
Eva-Maria Brem,55898,13-09-1988,94808,https://data.fis-ski.com/general/load-competitor-picture/94808.html,WSV Reith i. A. - Tirol,AUT
Stefanie Stemmer,205843,1981,58641,https://data.fis-ski.com/general/load-competitor-picture/58641.html,SC Rottach-Egern,GER
Wendy Fisher,535433,1971,17342,https://data.fis-ski.com/general/load-competitor-picture/17342.html,,USA
Laura Gauche,197641,04-03-1995,163669,https://data.fis-ski.com/general/load-competitor-picture/163669.html,C.S. Tignes,FRA
Katerina Paulathova,155699,23-07-1993,145171,https://data.fis-ski.com/general/load-competitor-picture/145171.html,Ski Club Paulat Havirov,CZE
Hilde Gerg,205117,1975,19961,https://data.fis-ski.com/general/load-competitor-picture/19961.html,SC Lenggries,GER
Kristina Duvillard,195193,1975,14855,https://data.fis-ski.com/general/load-competitor-picture/14855.html,CS Megeve,FRA
Nadia Styger,515170,1978,59371,https://data.fis-ski.com/general/load-competitor-picture/59371.html,Hochstuckli Sattel,SUI
Caterina Dietschi,515027,1971,13591,https://data.fis-ski.com/general/load-competitor-picture/13591.html,,SUI
Monika Bergmann,205636,1978,4337,https://data.fis-ski.com/general/load-competitor-picture/4337.html,SPVGG Lam,GER
Emmanuelle Colomban,195905,1981,10839,https://data.fis-ski.com/general/load-competitor-picture/10839.html,Valfrejus,FRA
Beatrice Gafner,515050,1964,18905,https://data.fis-ski.com/general/load-competitor-picture/18905.html,,SUI
Sandrine Aubert,195972,1982,2083,https://data.fis-ski.com/general/load-competitor-picture/2083.html,S.C. Deux Alpes,FRA
Megan Ryley,106668,1986,71004,https://data.fis-ski.com/general/load-competitor-picture/71004.html,Craigleith Ski Club,CAN
Simona Hoesl,206444,1992,137442,https://data.fis-ski.com/general/load-competitor-picture/137442.html,SK Berchtesgaden,GER
Michaela Kirchgasser,55759,18-03-1985,30631,https://data.fis-ski.com/general/load-competitor-picture/30631.html,USK Filzmoos - Salzburg,AUT
Anastasia Kedrina,485665,1992,139470,https://data.fis-ski.com/general/load-competitor-picture/139470.html,FSO of Russia,RUS
Martina Accola,515145,1969,203,https://data.fis-ski.com/general/load-competitor-picture/203.html,Ski Club Davos,SUI
Kate Pace,105101,1969,45747,https://data.fis-ski.com/general/load-competitor-picture/45747.html,North Bay Ski Racers,CAN
Sophie Lefranc Duvillard,195293, ,34622,https://data.fis-ski.com/general/load-competitor-picture/34622.html,"CS Megeve 74, Megeve",FRA
Ruth Kuendig,515365,1976,32805,https://data.fis-ski.com/general/load-competitor-picture/32805.html,Ibach,SUI
Regine Moesenlechner,205116,1961,40905,https://data.fis-ski.com/general/load-competitor-picture/40905.html,,GER
Ainhoa Ibarra Astelarra,495019,1968,26508,https://data.fis-ski.com/general/load-competitor-picture/26508.html,Sociedad Bilbaiana,ESP
Lana Grandovec,565309,1987,78842,https://data.fis-ski.com/general/load-competitor-picture/78842.html,,SLO
Gillian Frost,535078,1968,18449,https://data.fis-ski.com/general/load-competitor-picture/18449.html,,USA
Margret Altacher,55806,1986,68624,https://data.fis-ski.com/general/load-competitor-picture/68624.html,Skiklub Saalfelden - Salzburg,AUT
Larissa Hofer,296763,1986,71297,https://data.fis-ski.com/general/load-competitor-picture/71297.html,G.S. Fiamme Gialle,ITA
Hannah Saethereng,426273,20-04-1999,204703,https://data.fis-ski.com/general/load-competitor-picture/204703.html,Harestua Il,NOR
Kristine Haugen,425921,24-08-1992,137364,https://data.fis-ski.com/general/load-competitor-picture/137364.html,Lommedalens Il,NOR
Klara Krizova,155563,1989,108339,https://data.fis-ski.com/general/load-competitor-picture/108339.html,Ski Zlin Charvatova,CZE
Michaela Wenig,206460,14-06-1992,137480,https://data.fis-ski.com/general/load-competitor-picture/137480.html,SC Lenggries,GER
Genevieve Simard,106056,1980,56533,https://data.fis-ski.com/general/load-competitor-picture/56533.html,Val St- Come Montcalm Ski Club,CAN
Sara Maude Boucher,105859,1979,6463,https://data.fis-ski.com/general/load-competitor-picture/6463.html,,CAN
Noelle Barahona,115115,1990,113778,https://data.fis-ski.com/general/load-competitor-picture/113778.html,La Parva,CHI
Kathryn Hitzig,285012,1984,25040,https://data.fis-ski.com/general/load-competitor-picture/25040.html,,ISR
Beatrice Scalvedi,516359,1995,166515,https://data.fis-ski.com/general/load-competitor-picture/166515.html,Greina Campo Blenio,SUI
Marlies Schild,55590,1981,54421,https://data.fis-ski.com/general/load-competitor-picture/54421.html,SK Dienten - Salzburg,AUT
Anastasiia Silanteva,485973,27-08-1998,195250,https://data.fis-ski.com/general/load-competitor-picture/195250.html,,RUS
Barbara Milani,295193,1972,40266,https://data.fis-ski.com/general/load-competitor-picture/40266.html,,ITA
Corinne Suter,516319,28-09-1994,156381,https://data.fis-ski.com/general/load-competitor-picture/156381.html,Schwyz,SUI
Pavla Klicnarova,155503,02-01-1988,97472,https://data.fis-ski.com/general/load-competitor-picture/97472.html,TJ Bizuterie Jablonec,CZE
Henna Raita,185058,1975,49703,https://data.fis-ski.com/general/load-competitor-picture/49703.html,Lahden Hiihtoseura,FIN
Hanna Westman,506421,1993,145048,https://data.fis-ski.com/general/load-competitor-picture/145048.html,Vangabergets Slk,SWE
Aline Danioth,516504,12-03-1998,195740,https://data.fis-ski.com/general/load-competitor-picture/195740.html,Andermatt,SUI
Noemie Larrouy,197665,22-03-1995,164017,https://data.fis-ski.com/general/load-competitor-picture/164017.html,C.S. Courchevel,FRA
Francesca Baruzzi Farriol,35222,22-07-1998,194678,https://data.fis-ski.com/general/load-competitor-picture/194678.html,CAB,ARG
Carolina Ruiz Castillo,495318,1981,52499,https://data.fis-ski.com/general/load-competitor-picture/52499.html,,ESP
Doris Goetzenbrucker,55070,1975,20786,https://data.fis-ski.com/general/load-competitor-picture/20786.html,,AUT
Pia Kaeyhkoe,185118,1979,28867,https://data.fis-ski.com/general/load-competitor-picture/28867.html,Sun Ski,FIN
Ramona Siebenhofer,56087,29-07-1991,126456,https://data.fis-ski.com/general/load-competitor-picture/126456.html,USV Krakauebene - Steiermark,AUT
Maria Jose Rienda Contreras,115282,2003,238312,https://data.fis-ski.com/general/load-competitor-picture/238312.html,Andino de Osorno,CHI
Kate Ryley,105649,1989,104724,https://data.fis-ski.com/general/load-competitor-picture/104724.html,Craigleith,CAN
Jasmine Fiorano,299042,1995,165143,https://data.fis-ski.com/general/load-competitor-picture/165143.html,CS ESERCITO,ITA
Alison Powers,536479,1979,48853,https://data.fis-ski.com/general/load-competitor-picture/48853.html,Stratton Mountain School,USA
Christiane Mitterwallner,55037,1974,40653,https://data.fis-ski.com/general/load-competitor-picture/40653.html,,AUT
Martina Fortkord,505159,1973,17860,https://data.fis-ski.com/general/load-competitor-picture/17860.html,Saltsjöbadens SLK,SWE
Nicole Gius,295435,1980,20548,https://data.fis-ski.com/general/load-competitor-picture/20548.html,,ITA
Marta Benzoni,297591,1990,118369,https://data.fis-ski.com/general/load-competitor-picture/118369.html,C.S. ESERCITO,ITA
Roosa Hirvonen,185354,1993,145309,https://data.fis-ski.com/general/load-competitor-picture/145309.html,Kuopio Ski Club,FIN
Janica Kostelic,385022,1982,32044,https://data.fis-ski.com/general/load-competitor-picture/32044.html,SK Zagreb,CRO
Ninon Esposito,197724,26-11-1996,172816,https://data.fis-ski.com/general/load-competitor-picture/172816.html,S.C. Le Lioran,FRA
Jessica Hilzinger,355061,26-05-1997,189077,https://data.fis-ski.com/general/load-competitor-picture/189077.html,SC Oberstdorf,GER
Marina Kiehl,205078,1965,30295,https://data.fis-ski.com/general/load-competitor-picture/30295.html,,GER
Rosi Renoth,205091,1967,50524,https://data.fis-ski.com/general/load-competitor-picture/50524.html,,GER
Tessa Worley,196928,04-10-1989,108666,https://data.fis-ski.com/general/load-competitor-picture/108666.html,ARMEES-EMHM - S.C. Gd Bornand,FRA
Chiara Costazza,296354,06-05-1984,11353,https://data.fis-ski.com/general/load-competitor-picture/11353.html,GS Fiamme ORO,ITA
Christina Staudinger,55882,1987,80123,https://data.fis-ski.com/general/load-competitor-picture/80123.html,,AUT
Andrea Fischbacher,55750,1985,17264,https://data.fis-ski.com/general/load-competitor-picture/17264.html,USC Eben - Salzburg,AUT
Elisabeth Willibald,206701,1996,177596,https://data.fis-ski.com/general/load-competitor-picture/177596.html,SSC Jachenau,GER
Christina Lustenberger,106468,1984,36412,https://data.fis-ski.com/general/load-competitor-picture/36412.html,Windermere Ski Club,CAN
Roberta Melesi,299383,18-07-1996,176167,https://data.fis-ski.com/general/load-competitor-picture/176167.html,G.S. Fiamme ORO Moena,ITA
Marianne Kjoerstad,425111,1970,30868,https://data.fis-ski.com/general/load-competitor-picture/30868.html,,NOR
Cara Brown,225572,17-01-1994,157177,https://data.fis-ski.com/general/load-competitor-picture/157177.html,BSA  SSC  K,GBR
Ksenia Alopina,485637,30-05-1992,139437,https://data.fis-ski.com/general/load-competitor-picture/139437.html,FSO of Russia,RUS
Fraenzi Aufdenblatten,515573,1981,2147,https://data.fis-ski.com/general/load-competitor-picture/2147.html,Zermatt,SUI
Veronika Bubakova,155441,1986,70701,https://data.fis-ski.com/general/load-competitor-picture/70701.html,,CZE
Tiziana De Martin,295035,1974,12700,https://data.fis-ski.com/general/load-competitor-picture/12700.html,,ITA
Elvedina Muzaferija,715171,20-08-1999,202989,https://data.fis-ski.com/general/load-competitor-picture/202989.html,SK ZE-2010,BIH
Cecilia Lucco,295111,1968,36134,https://data.fis-ski.com/general/load-competitor-picture/36134.html,,ITA
Laurence Lazier,195927,1981,34359,https://data.fis-ski.com/general/load-competitor-picture/34359.html,SC Avoriaz,FRA
Christiane Abenthung,55191,1973,139,https://data.fis-ski.com/general/load-competitor-picture/139.html,,AUT
Svetlana Novikova,485011,1974,44068,https://data.fis-ski.com/general/load-competitor-picture/44068.html,,RUS
Lenka Kebrlova,155012,1966,29914,https://data.fis-ski.com/general/load-competitor-picture/29914.html,,CZE
Laura Pirovano,299624,20-11-1997,188224,https://data.fis-ski.com/general/load-competitor-picture/188224.html,GRUPPO SCIATORI FIAMME GIALLE,ITA
Mina Fuerst Holtmann,426100,17-07-1995,165800,https://data.fis-ski.com/general/load-competitor-picture/165800.html,Baerums Skiklub,NOR
Lana Zbasnik,385101,13-06-1999,202394,https://data.fis-ski.com/general/load-competitor-picture/202394.html,SK Rijeka,CRO
Katrin Hirtl-Stanggassinger,206759,07-05-1998,195117,https://data.fis-ski.com/general/load-competitor-picture/195117.html,WSV Koenigssee,GER
Kristina Repcinova,705293,1985,50537,https://data.fis-ski.com/general/load-competitor-picture/50537.html,,SVK
Emiko Kiyosawa,305944,1983,30829,https://data.fis-ski.com/general/load-competitor-picture/30829.html,Seijo Ski Club,JPN
Jole Galli,299029,26-07-1995,165040,https://data.fis-ski.com/general/load-competitor-picture/165040.html,C.S. CARABINIERI SEZ. SCI,ITA
Sophia Ralli,235110,04-03-1988,98094,https://data.fis-ski.com/general/load-competitor-picture/98094.html,EOS Naousas,GRE
Abi Jewett,6536417,10-01-2000,211764,https://data.fis-ski.com/general/load-competitor-picture/211764.html,,USA
Sibylle Brauner,205043,1975,6964,https://data.fis-ski.com/general/load-competitor-picture/6964.html,SC Aising-Pang,GER
Sara Hector,506399,04-09-1992,140095,https://data.fis-ski.com/general/load-competitor-picture/140095.html,Kungsbergets AK,SWE
Elli Terwiel,106183,1989,104733,https://data.fis-ski.com/general/load-competitor-picture/104733.html,Sun Peaks Alpine Club,CAN
Martina Willibald,206805,12-06-1999,203288,https://data.fis-ski.com/general/load-competitor-picture/203288.html,SSC Jachenau,GER
Nina O Brien,6535773,29-11-1997,187620,https://data.fis-ski.com/general/load-competitor-picture/187620.html,,USA
Christina Ammerer,206263,1987,109865,https://data.fis-ski.com/general/load-competitor-picture/109865.html,SC Ostin,GER
Marie-Pier Prefontaine,106825,1988,95213,https://data.fis-ski.com/general/load-competitor-picture/95213.html,Mont-Saint-Sauveur,CAN
Zuzanna Czapska,435401,08-04-1998,195453,https://data.fis-ski.com/general/load-competitor-picture/195453.html,WKN Warszawa,POL
Gail Kelly,105884,1979,30034,https://data.fis-ski.com/general/load-competitor-picture/30034.html,Le Relais Ski Club,CAN
Miriam Gschnitzer,296151,1982,22015,https://data.fis-ski.com/general/load-competitor-picture/22015.html,,ITA
Brigitte Gadient,515049,1963,18883,https://data.fis-ski.com/general/load-competitor-picture/18883.html,,SUI
Claudia Strobl,55084,1965,59204,https://data.fis-ski.com/general/load-competitor-picture/59204.html,,AUT
Marion Rolland,195983,1982,51778,https://data.fis-ski.com/general/load-competitor-picture/51778.html,S.C. Les 2 Alpes,FRA
Ingrid Salvenmoser,55068,1967,53266,https://data.fis-ski.com/general/load-competitor-picture/53266.html,Ski Club Scheffau,AUT
Chloe Bernard-granger,196615,1987,81458,https://data.fis-ski.com/general/load-competitor-picture/81458.html,Courchevel,FRA
Ester Ledecka,155763,23-03-1995,163809,https://data.fis-ski.com/general/load-competitor-picture/163809.html, Dukla Liberec ,CZE
Michela Azzola,297851,20-11-1991,129594,https://data.fis-ski.com/general/load-competitor-picture/129594.html,GRUPPO SCIATORI FIAMME GIALLE,ITA
Nathalie Bouvier,195028,1969,6621,https://data.fis-ski.com/general/load-competitor-picture/6621.html,,FRA
Julia Toiviainen,185431,07-01-1998,196327,https://data.fis-ski.com/general/load-competitor-picture/196327.html,Santa Claus Ski Team,FIN
Karine Allard,195339,1973,760,https://data.fis-ski.com/general/load-competitor-picture/760.html,CS Megeve,FRA
Maren Wiesler,206487,1993,146059,https://data.fis-ski.com/general/load-competitor-picture/146059.html,SC Muenstertal,GER
Linda Alpiger,515411,1977,854,https://data.fis-ski.com/general/load-competitor-picture/854.html,SAS Zuerich,SUI
Ella Alpiger,515478,1979,852,https://data.fis-ski.com/general/load-competitor-picture/852.html,Renngruppe Churfirsten,SUI
Marianne Aam,425002,1966,27,https://data.fis-ski.com/general/load-competitor-picture/27.html,,NOR
Jessica Lindell-Vikarby,505632,1984,35380,https://data.fis-ski.com/general/load-competitor-picture/35380.html,Huddinge SK,SWE
Carmina Pallas,25194,03-06-1996,173828,https://data.fis-ski.com/general/load-competitor-picture/173828.html,PCGR,AND
Ida Stimac,385106,13-05-2000,211039,https://data.fis-ski.com/general/load-competitor-picture/211039.html,SK Rijeka,CRO
Sandra Holm,185337,1992,136151,https://data.fis-ski.com/general/load-competitor-picture/136151.html,Gamlakarleby IF,FIN
Lara Magoni,295117,1969,36921,https://data.fis-ski.com/general/load-competitor-picture/36921.html,,ITA
Bernadette Schild,56032,02-01-1990,3688,https://data.fis-ski.com/general/load-competitor-picture/3688.html,,SLO
Carmen Thalmann,55977,1989,106305,https://data.fis-ski.com/general/load-competitor-picture/106305.html,SV Berg Sektion Ski - Kaernten,AUT
Alexandra Coletti,375018,08-08-1983,113767,https://data.fis-ski.com/general/load-competitor-picture/113767.html,Monte Carlo ski club,MON
Lauren Van Ness,537438,1983,63562,https://data.fis-ski.com/general/load-competitor-picture/63562.html,Ussa Alpine Development,USA
Alexandra Grauvogl,205817,1981,21461,https://data.fis-ski.com/general/load-competitor-picture/21461.html,SC Bad Wiessee,GER
Anne Marie Lefrancois,105662,1977,34623,https://data.fis-ski.com/general/load-competitor-picture/34623.html,Stoneham,CAN
Michaela Dorfmeister,55198,1973,14094,https://data.fis-ski.com/general/load-competitor-picture/14094.html,New Sport Association Pernitz Unter,AUT
Masa Redensek,565314,1987,78847,https://data.fis-ski.com/general/load-competitor-picture/78847.html,,SLO
Tifany Roux,197860,29-09-1997,188411,https://data.fis-ski.com/general/load-competitor-picture/188411.html,Gssb,FRA
Marika Ollikka,185151,1981,44971,https://data.fis-ski.com/general/load-competitor-picture/44971.html,Hameenlinnan Maenlaskijat,FIN
Mona Loeseth,425887,1991,132604,https://data.fis-ski.com/general/load-competitor-picture/132604.html,Spjelkavik IL,NOR
Kira Weidle,206668,24-02-1996,173545,https://data.fis-ski.com/general/load-competitor-picture/173545.html,SC Starnberg,GER
Martina Perruchon,299313,12-04-1996,174225,https://data.fis-ski.com/general/load-competitor-picture/174225.html,C.S. ESERCITO,ITA
Mathilda Lassenius,185469,04-02-2000,213790,https://data.fis-ski.com/general/load-competitor-picture/213790.html,Grankulla Ifk alpine,FIN
Andrea Zemanova,155697,1993,145169,https://data.fis-ski.com/general/load-competitor-picture/145169.html,,CZE
Elena Tagliabue,295800,1977,60136,https://data.fis-ski.com/general/load-competitor-picture/60136.html,,ITA
Mirena Kueng,516145,1988,125878,https://data.fis-ski.com/general/load-competitor-picture/125878.html,Bernina Pontresina,SUI
Caitlin Ciccone,537848,1985,10278,https://data.fis-ski.com/general/load-competitor-picture/10278.html,,USA
Marlene Schmotz,206532,06-03-1994,155717,https://data.fis-ski.com/general/load-competitor-picture/155717.html,SC Leitzachtal,GER
Anja Kalan,565113,1976,28983,https://data.fis-ski.com/general/load-competitor-picture/28983.html,,SLO
Manuela Moelgg,296259,1983,40871,https://data.fis-ski.com/general/load-competitor-picture/40871.html,GS Fiammegialle,ITA
Kim Vanreusel,65117,04-01-1998,198579,https://data.fis-ski.com/general/load-competitor-picture/198579.html,Club de ski de la Vallee,BEL
Isa Tripard,196109,1983,62341,https://data.fis-ski.com/general/load-competitor-picture/62341.html,SC ST Gervai,FRA
Coralie Frasse- Sombet,197124,08-04-1991,126851,https://data.fis-ski.com/general/load-competitor-picture/126851.html,S.C. Chamrousse,FRA
Anastasia Gornostaeva,486028,31-12-1999,205454,https://data.fis-ski.com/general/load-competitor-picture/205454.html,,RUS
Marta Bassino,299276,27-02-1996,173830,https://data.fis-ski.com/general/load-competitor-picture/173830.html,C.S. ESERCITO,ITA
Mariella Voglreiter,55978,1989,106306,https://data.fis-ski.com/general/load-competitor-picture/106306.html,SC Niedernsill - Salzburg,AUT
Kristina Hultdin,505461,1981,26243,https://data.fis-ski.com/general/load-competitor-picture/26243.html,Uhsk Umeå SK,SWE
Madlen Summermatter,515075,1974,7158,https://data.fis-ski.com/general/load-competitor-picture/7158.html,,SUI
Emma Happonen,185282,1990,116122,https://data.fis-ski.com/general/load-competitor-picture/116122.html,PHS-Alppi,FIN
Kathrin Nikolussi,45099,1978,43527,https://data.fis-ski.com/general/load-competitor-picture/43527.html,,AUS
Yvonne Schnock,385033,1983,78059,https://data.fis-ski.com/general/load-competitor-picture/78059.html,SK Koncar,CRO
Mirjam Puchner,56125,18-05-1992,137323,https://data.fis-ski.com/general/load-competitor-picture/137323.html,SD Unior Celje,SLO
Leyre Morlans,495615,1987,78891,https://data.fis-ski.com/general/load-competitor-picture/78891.html,PANTICOSA E.C.,ESP
Stephanie Brunner,56217,20-02-1994,158888,https://data.fis-ski.com/general/load-competitor-picture/158888.html,WSV Hippach - Tirol,AUT
Sabine Ginther,55129,1970,20407,https://data.fis-ski.com/general/load-competitor-picture/20407.html,,AUT
Tina Robnik,565373,30-07-1991,126762,https://data.fis-ski.com/general/load-competitor-picture/126762.html,SK Luce,SLO
Mio Arai,307704,18-03-1997,187408,https://data.fis-ski.com/general/load-competitor-picture/187408.html,Sunmillion Ski Club,JPN
Karine Meilleur,195868,1980,39488,https://data.fis-ski.com/general/load-competitor-picture/39488.html,SC Saisies,FRA
Mojca Suhadolc,565037,1975,59490,https://data.fis-ski.com/general/load-competitor-picture/59490.html,SK Vrhnika,SLO
Ingeborg H. Marken,425077,1975,37771,https://data.fis-ski.com/general/load-competitor-picture/37771.html,,NOR
Ellen Hild,205872,1982,24789,https://data.fis-ski.com/general/load-competitor-picture/24789.html,WSV Koenigssee,GER
Anastasia Romanova,485731,11-10-1993,149752,https://data.fis-ski.com/general/load-competitor-picture/149752.html,FSO of Russia,RUS
Viktoria Rebensburg,205218,04-10-1989,104502,https://data.fis-ski.com/general/load-competitor-picture/104502.html,SC Kreuth,GER
Patricia Mangan,6535765,07-03-1997,187612,https://data.fis-ski.com/general/load-competitor-picture/187612.html,Holimont Racing Club,USA
Maria Kirkova,95050,1986,68838,https://data.fis-ski.com/general/load-competitor-picture/68838.html,Ulen,BUL
Anne Laure Givelet,195920,1981,20555,https://data.fis-ski.com/general/load-competitor-picture/20555.html,CS Chamonix,FRA
Lotta Toivonen,185334,1992,135961,https://data.fis-ski.com/general/load-competitor-picture/135961.html,Santa Claus ski team,FIN
Anna Berecz,245051,1988,94657,https://data.fis-ski.com/general/load-competitor-picture/94657.html,MTK,HUN
Evgenija Iwatschenko,485198,1975,27313,https://data.fis-ski.com/general/load-competitor-picture/27313.html,,RUS
Brigitte Oertli,515091,1962,44556,https://data.fis-ski.com/general/load-competitor-picture/44556.html,,SUI
Tess Davies,107027,1991,125445,https://data.fis-ski.com/general/load-competitor-picture/125445.html,BAR,CAN
Sylvia Eder,55020,1965,15090,https://data.fis-ski.com/general/load-competitor-picture/15090.html,,AUT
Petra Kronberger,55042,1969,32581,https://data.fis-ski.com/general/load-competitor-picture/32581.html,,AUT
Annick Chappot,515036,1968,9656,https://data.fis-ski.com/general/load-competitor-picture/9656.html,,SUI
Marija Trmcic,315174,1986,69875,https://data.fis-ski.com/general/load-competitor-picture/69875.html,Ski Art,SRB
Monika Maierhofer,55049,1967,37014,https://data.fis-ski.com/general/load-competitor-picture/37014.html,,AUT
Jonna Luthman,506860,15-10-1998,194600,https://data.fis-ski.com/general/load-competitor-picture/194600.html,Aare SLK,SWE
Katja Wirth,55538,1980,66622,https://data.fis-ski.com/general/load-competitor-picture/66622.html,SC Bezau,AUT
Angelika Hurler,205074,1966,26327,https://data.fis-ski.com/general/load-competitor-picture/26327.html,,GER
Tamara Mueller,515403,1977,41982,https://data.fis-ski.com/general/load-competitor-picture/41982.html,Unteraegeri,SUI
Andrea Ellenberger,516283,22-03-1993,149810,https://data.fis-ski.com/general/load-competitor-picture/149810.html,Hergiswil,SUI
Vanessa Vidal,195215,1974,64130,https://data.fis-ski.com/general/load-competitor-picture/64130.html,La Toussuire,FRA
Marina Nigg,355040,1984,43464,https://data.fis-ski.com/general/load-competitor-picture/43464.html,SC Gamprin,LIE
Pernilla Wiberg,505083,1970,66064,https://data.fis-ski.com/general/load-competitor-picture/66064.html,Norrköpings SK,SWE
Tii-Maria Romar,185229,1986,71150,https://data.fis-ski.com/general/load-competitor-picture/71150.html,Vasa Skidklubb,FIN
Esther Good,515855,1987,81973,https://data.fis-ski.com/general/load-competitor-picture/81973.html,Walenstadt,SUI
Vera Tschurtschenthaler,299822,30-03-1997,189532,https://data.fis-ski.com/general/load-competitor-picture/189532.html,AMATEURSPORTCLUB GSIESERTAL,ITA
Monika Tschirky,515286,1973,62509,https://data.fis-ski.com/general/load-competitor-picture/62509.html,SC Graue Hörner Mels,SUI
Angelique Moser,405006,1979,41706,https://data.fis-ski.com/general/load-competitor-picture/41706.html,,NED
Brigitte Acton,106527,1985,245,https://data.fis-ski.com/general/load-competitor-picture/245.html,Mont Tremblant CAN,CAN
Jana Staffenova,705267,1982,58220,https://data.fis-ski.com/general/load-competitor-picture/58220.html,,SVK
Sona Maculova,705327,1987,82081,https://data.fis-ski.com/general/load-competitor-picture/82081.html,,SVK
