name,id,bd,competitor_id,photo,club,country
Seppi Stiegler,530651,1988,93466,https://data.fis-ski.com/general/load-competitor-picture/93466.html,Jackson Hole Ski And Snowboard Club,USA
Fabio Renz,202469,1992,138959,https://data.fis-ski.com/general/load-competitor-picture/138959.html,SC Fischen,GER
Tobias Hedstroem,502298,03-12-1998,194717,https://data.fis-ski.com/general/load-competitor-picture/194717.html,Duveds If,SWE
Alain Baxter,220044,1973,3467,https://data.fis-ski.com/general/load-competitor-picture/3467.html,,GBR
Jonathan Nordbotten,421860,14-07-1989,108223,https://data.fis-ski.com/general/load-competitor-picture/108223.html,Ingierkollen og Rustad SL.KL,NOR
Ales Brezavsek,560013,1972,7115,https://data.fis-ski.com/general/load-competitor-picture/7115.html,,SLO
Richard Leitgeb,54233,19-05-1994,158651,https://data.fis-ski.com/general/load-competitor-picture/158651.html,,AUT
Henrik Jarvikare,180848,28-03-1999,204759,https://data.fis-ski.com/general/load-competitor-picture/204759.html,Fjallskidar klubben - 37,FIN
Jesper Riis-Johannessen,421868,1989,108231,https://data.fis-ski.com/general/load-competitor-picture/108231.html,Ready,NOR
Zan Groselj,561291,05-10-1993,151536,https://data.fis-ski.com/general/load-competitor-picture/151536.html,SK Olimpija,SLO
Tonis Luik,390037,1995,164088,https://data.fis-ski.com/general/load-competitor-picture/164088.html,Nordiko Sportclub,EST
Ami Oreiller,511405,1987,82037,https://data.fis-ski.com/general/load-competitor-picture/82037.html,Verbier,SUI
Bradley Wall,40221,1979,65059,https://data.fis-ski.com/general/load-competitor-picture/65059.html,,AUS
Jeremy Nobis,530548,1970,43752,https://data.fis-ski.com/general/load-competitor-picture/43752.html,,USA
Oscar Andersson,500909,1982,1200,https://data.fis-ski.com/general/load-competitor-picture/1200.html,Sundsvalls SLK,SWE
Massimiliano Valcareggi,230659,1995,169227,https://data.fis-ski.com/general/load-competitor-picture/169227.html,EOS Thessalonikis,GRE
Simone Vicquery,290511,1975,64121,https://data.fis-ski.com/general/load-competitor-picture/64121.html,,ITA
Lukas Perathoner,290397,1968,46932,https://data.fis-ski.com/general/load-competitor-picture/46932.html,,ITA
Alexander Prast,6292181,07-07-1996,176989,https://data.fis-ski.com/general/load-competitor-picture/176989.html,C.S. CARABINIERI SEZ. SCI,ITA
Adam Cole,533948,1982,10697,https://data.fis-ski.com/general/load-competitor-picture/10697.html,Park City Ski Ed Foundation,USA
Tomaz Sovic,561199,1990,117519,https://data.fis-ski.com/general/load-competitor-picture/117519.html,CRN - SK Crna,SLO
Simon Rueland,54447,15-05-1997,191307,https://data.fis-ski.com/general/load-competitor-picture/191307.html,SK Landeck - Tirol,AUT
Fritz Strobl,50182,1972,142860,https://data.fis-ski.com/general/load-competitor-picture/142860.html,Sk Vitesse,SWE
Michael Weyermann,510321,1980,65943,https://data.fis-ski.com/general/load-competitor-picture/65943.html,SAS Zuerich,SUI
Jacopo Di Ronco,990128,17-01-1990,118716,https://data.fis-ski.com/general/load-competitor-picture/118716.html,U.S. ALDO MORO A.S.D. LAVORAZIONE L,ITA
Beat Feuz,511383,11-02-1987,82015,https://data.fis-ski.com/general/load-competitor-picture/82015.html,Schangnau,SUI
Ralph Weber,511981,31-05-1993,148261,https://data.fis-ski.com/general/load-competitor-picture/148261.html,Flumserberg,SUI
Brenton Fetterplace,40324,1985,17011,https://data.fis-ski.com/general/load-competitor-picture/17011.html,,AUS
Daniele Sorio,6291028,08-04-1994,157050,https://data.fis-ski.com/general/load-competitor-picture/157050.html,C.S. ESERCITO,ITA
Olivier Jenot,370022,28-02-1988,94128,https://data.fis-ski.com/general/load-competitor-picture/94128.html,Monte Carlo ski Club,MON
Colby Granstrom,930105,1990,115703,https://data.fis-ski.com/general/load-competitor-picture/115703.html,Mission Ridge Ski Ed Foundation,USA
Marc Kuehni,510663,1976,32796,https://data.fis-ski.com/general/load-competitor-picture/32796.html,,SUI
Jean-Baptiste Grange,192665,10-10-1984,21367,https://data.fis-ski.com/general/load-competitor-picture/21367.html, S.C. Valloire,FRA
Michel Lucatelli,190214,1967,36126,https://data.fis-ski.com/general/load-competitor-picture/36126.html,,FRA
Andrew Weibrecht,530939,1986,72223,https://data.fis-ski.com/general/load-competitor-picture/72223.html,New York Ski Ed Foundation,USA
Juergen Hasler,350041,1973,23635,https://data.fis-ski.com/general/load-competitor-picture/23635.html,Sports Club Eschen,LIE
Nils Mani,511847,23-05-1992,138503,https://data.fis-ski.com/general/load-competitor-picture/138503.html,Schwenden,SUI
Dominik Raschner,54252,23-08-1994,159978,https://data.fis-ski.com/general/load-competitor-picture/159978.html,SC Mils - Tirol,AUT
Jakub Fiala,530137,1975,17041,https://data.fis-ski.com/general/load-competitor-picture/17041.html,Team Breckenridge,USA
Paul De La Cuesta,491151,1988,93502,https://data.fis-ski.com/general/load-competitor-picture/93502.html,Dalton,ESP
Loic Meillard,512182,29-10-1996,174158,https://data.fis-ski.com/general/load-competitor-picture/174158.html,Heremencia,SUI
Adam Zampa,700830,13-09-1990,119474,https://data.fis-ski.com/general/load-competitor-picture/119474.html,Zampa Ski Club Vysoke Tatry,SVK
Werner Heel,292514,23-03-1982,24065,https://data.fis-ski.com/general/load-competitor-picture/24065.html,GS FIAMMEGIALLE,ITA
Patrick Trocker,291006,1980,62367,https://data.fis-ski.com/general/load-competitor-picture/62367.html,,ITA
Tatsuki Matsumoto,304801,12-01-1996,172631,https://data.fis-ski.com/general/load-competitor-picture/172631.html,Waseda University,JPN
Olivier Brand,510307,1980,6845,https://data.fis-ski.com/general/load-competitor-picture/6845.html,Geneve Satus,SUI
Lucas Falcoz,193215,1986,69089,https://data.fis-ski.com/general/load-competitor-picture/69089.html,SC Les Arcs,FRA
Mads Moerch,420304,1969,40895,https://data.fis-ski.com/general/load-competitor-picture/40895.html,,NOR
Matija Zavirsek,561046,1984,68043,https://data.fis-ski.com/general/load-competitor-picture/68043.html,OLI - SK Olimpija,SLO
Maxime Tissot,193347,1986,69221,https://data.fis-ski.com/general/load-competitor-picture/69221.html,C.S. Megeve,FRA
Antoine Tissot,191618,1980,61640,https://data.fis-ski.com/general/load-competitor-picture/61640.html,CS Megeve,FRA
Matic Skube,561148,1988,94075,https://data.fis-ski.com/general/load-competitor-picture/94075.html,SK Alpetour,SLO
Hans Knauss,50360,1971,31101,https://data.fis-ski.com/general/load-competitor-picture/31101.html,WSV Schladming/Steiermark,AUT
Bjoern Sieber,53853, ,97087,https://data.fis-ski.com/general/load-competitor-picture/97087.html,University of Massachusetts,USA
Deyvid Oprja,390018,1982,45273,https://data.fis-ski.com/general/load-competitor-picture/45273.html,Nordiko Sportsclub,EST
Felix Monsen,501987,06-11-1994,156153,https://data.fis-ski.com/general/load-competitor-picture/156153.html,Are Slk,SWE
Iver Bjerkestrand,421650,1987,81840,https://data.fis-ski.com/general/load-competitor-picture/81840.html,Nero Alpin,NOR
Espen Hellerud,420204,1971,24268,https://data.fis-ski.com/general/load-competitor-picture/24268.html,,NOR
Frederik Van Buynder,60159,1988,103308,https://data.fis-ski.com/general/load-competitor-picture/103308.html,Skidome Ski Team,BEL
Davide Cazzaniga,6290393,06-06-1992,140799,https://data.fis-ski.com/general/load-competitor-picture/140799.html,C.S. ESERCITO,ITA
Franz Teppan,50318,1970,61016,https://data.fis-ski.com/general/load-competitor-picture/61016.html,,AUT
AJ Bear,40170,1977,3542,https://data.fis-ski.com/general/load-competitor-picture/3542.html,,AUS
Borek Zakouril,150149,1976,67853,https://data.fis-ski.com/general/load-competitor-picture/67853.html,,CZE
Claudio Collenberg,510765,1977,10753,https://data.fis-ski.com/general/load-competitor-picture/10753.html,Obersaxen GR,SUI
Filip Rzepecki,430560,1992,139242,https://data.fis-ski.com/general/load-competitor-picture/139242.html,SPSZ Nowy Targ,POL
Dietmar Koehlbichler,50113,1963,31375,https://data.fis-ski.com/general/load-competitor-picture/31375.html,,AUT
Siegfried Voglreiter,50230,1969,195413,https://data.fis-ski.com/general/load-competitor-picture/195413.html,Ifk Borlaenge,SWE
Tobias Hellman,500253,1973,24277,https://data.fis-ski.com/general/load-competitor-picture/24277.html,,SWE
Alexis Pinturault,194364,20-03-1991,127048,https://data.fis-ski.com/general/load-competitor-picture/127048.html,Douanes - C.S. Courchevel,FRA
Elias Kolega,380363,23-05-1996,172531,https://data.fis-ski.com/general/load-competitor-picture/172531.html,SK Koncar,CRO
Leo Anguenot,6190628,25-08-1998,195194,https://data.fis-ski.com/general/load-competitor-picture/195194.html,C.S la clusaz,FRA
Nick Daniels,934518,1991,125766,https://data.fis-ski.com/general/load-competitor-picture/125766.html,Squaw Valley Ski Team,USA
Heinz Peter Platter,290419,1967,48227,https://data.fis-ski.com/general/load-competitor-picture/48227.html,,ITA
Justin Murisier,511896,08-01-1992,138572,https://data.fis-ski.com/general/load-competitor-picture/138572.html,Bagnes,SUI
Andrej Miklavc,560115,1970,40230,https://data.fis-ski.com/general/load-competitor-picture/40230.html,,SLO
Sebastien Missillier,191159,1977,40564,https://data.fis-ski.com/general/load-competitor-picture/40564.html,SC GD Bornan,FRA
Bertold Szepesi,240122,20-03-1990,119724,https://data.fis-ski.com/general/load-competitor-picture/119724.html,Fullsport SE,HUN
Patrick Wirth,50393,1971,66626,https://data.fis-ski.com/general/load-competitor-picture/66626.html,SC Bezau,AUT
Christian Prassberger,200987,1977,48917,https://data.fis-ski.com/general/load-competitor-picture/48917.html,WSV Reit im Winkl,GER
Jesse Marshall,533142,1980,37900,https://data.fis-ski.com/general/load-competitor-picture/37900.html,Green Mountain Valley School,USA
Christophe Saioni,190314,1969,53013,https://data.fis-ski.com/general/load-competitor-picture/53013.html,Inter Club,FRA
Giancarlo Bergamelli,290023,1974,4231,https://data.fis-ski.com/general/load-competitor-picture/4231.html,,ITA
Mathias Haas,50254,1966,237894,https://data.fis-ski.com/general/load-competitor-picture/237894.html,Jaerfaella AK,SWE
Johannes Stehle,201439,1981,58505,https://data.fis-ski.com/general/load-competitor-picture/58505.html,SC Obermaiselstein,GER
Tilen Debelak,561214,31-05-1991,126769,https://data.fis-ski.com/general/load-competitor-picture/126769.html,SK Crna,SLO
Alexej Maslov,480035,1966,38281,https://data.fis-ski.com/general/load-competitor-picture/38281.html,,RUS
Peter Roth,200271,1961,52137,https://data.fis-ski.com/general/load-competitor-picture/52137.html,,GER
Peter Strodl,201542,1982,59214,https://data.fis-ski.com/general/load-competitor-picture/59214.html,SC Partenkirchen,GER
Gustav Lundbaeck,501873,27-03-1993,145641,https://data.fis-ski.com/general/load-competitor-picture/145641.html,Lulea Ak,SWE
Benjamin Melquiond,190462,1975,39589,https://data.fis-ski.com/general/load-competitor-picture/39589.html,Serre Cheval,FRA
Michal Rajcan,700034,1980,49724,https://data.fis-ski.com/general/load-competitor-picture/49724.html,,SVK
Ondrej Bank,150398,1980,2820,https://data.fis-ski.com/general/load-competitor-picture/2820.html,Dukla Liberec,CZE
Beni Hofer,510165,1978,25232,https://data.fis-ski.com/general/load-competitor-picture/25232.html,Davos,SUI
Jake Zamansky,533397,1981,67871,https://data.fis-ski.com/general/load-competitor-picture/67871.html,Team Geronimo,USA
Bernhard Niederberger,512014,1993,149812,https://data.fis-ski.com/general/load-competitor-picture/149812.html,Beckenried-Klewenalp,SUI
Reggie Crist,530084,1968,11662,https://data.fis-ski.com/general/load-competitor-picture/11662.html,,USA
Ivan Ratkic,380291,1986,68885,https://data.fis-ski.com/general/load-competitor-picture/68885.html,SK Medvescak,CRO
Espen Lysdahl,421954,1990,119156,https://data.fis-ski.com/general/load-competitor-picture/119156.html,Asker SK,NOR
Masaharu Ajiki,300441,1980,516,https://data.fis-ski.com/general/load-competitor-picture/516.html,,JPN
Giulio Zuccarini,6292556,10-02-1997,188585,https://data.fis-ski.com/general/load-competitor-picture/188585.html,G.S. FIAMME ORO MOENA,ITA
Johannes Kroell,53981,27-03-1991,150945,https://data.fis-ski.com/general/load-competitor-picture/150945.html,New York Ski Education Foundation,USA
Marco Buechel,350032,1971,7823,https://data.fis-ski.com/general/load-competitor-picture/7823.html,Balzers,LIE
Samy Blanc,193672,1988,97806,https://data.fis-ski.com/general/load-competitor-picture/97806.html,S.C. Les Arcs,FRA
Juerg Gruenenfelder,510051,1974,21966,https://data.fis-ski.com/general/load-competitor-picture/21966.html,ELM,SUI
Finlay Mickel,220228,1977,40099,https://data.fis-ski.com/general/load-competitor-picture/40099.html,Scottish Ski Club,GBR
Attila Bonis,240029,1971,6070,https://data.fis-ski.com/general/load-competitor-picture/6070.html,,HUN
Sandro Boner,511504,1988,94482,https://data.fis-ski.com/general/load-competitor-picture/94482.html,SAS Zuerich,SUI
Anthony Bonvin,512063,14-07-1994,156433,https://data.fis-ski.com/general/load-competitor-picture/156433.html,Anzere Ski Team,SUI
Bernhard Matti,510434,1981,38613,https://data.fis-ski.com/general/load-competitor-picture/38613.html,Turbach-Bissen,SUI
Maciej Bydlinski,430429,1988,95011,https://data.fis-ski.com/general/load-competitor-picture/95011.html,AZS AWF Katowice,POL
Rogier Oosterbaan,400015,1978,45219,https://data.fis-ski.com/general/load-competitor-picture/45219.html,,NED
Helmut Hoeflehner,50091,1959,1209,https://data.fis-ski.com/general/load-competitor-picture/1209.html,Edsbyns IF,SWE
Scott Hume,102434,1982,26252,https://data.fis-ski.com/general/load-competitor-picture/26252.html,Whistler,CAN
Fabian Bacher,6290886,04-04-1993,150964,https://data.fis-ski.com/general/load-competitor-picture/150964.html,C.S. CARABINIERI SEZ. SCI,ITA
Dominik Stehle,201896,15-10-1986,70677,https://data.fis-ski.com/general/load-competitor-picture/70677.html,SC Obermaiselstein,GER
Gerhard Speiser,200246,1975,57935,https://data.fis-ski.com/general/load-competitor-picture/57935.html,SC Bolsterlang,GER
Jason Rosener,530391,1975,51982,https://data.fis-ski.com/general/load-competitor-picture/51982.html,Team Summit,USA
Marc Bottollier,191415,1979,6434,https://data.fis-ski.com/general/load-competitor-picture/6434.html,SC Combloux,FRA
Hermann Maier,50423,1972,36996,https://data.fis-ski.com/general/load-competitor-picture/36996.html,USC Flachau -  Salzburg,AUT
William Besse,510029,1968,4693,https://data.fis-ski.com/general/load-competitor-picture/4693.html,Ski Club Bagnes,SUI
Albin Tahiri,942023,15-02-1989,155407,https://data.fis-ski.com/general/load-competitor-picture/155407.html,,KOS
Norbert Holzknecht,50482,1976,25595,https://data.fis-ski.com/general/load-competitor-picture/25595.html,,AUT
Siegmar Klotz,294277,1987,81085,https://data.fis-ski.com/general/load-competitor-picture/81085.html,CS ESERCITO,ITA
Antoine Deneriaz,190930,1976,13203,https://data.fis-ski.com/general/load-competitor-picture/13203.html,Sc Morillon,FRA
Tin Siroki,380298,1987,80387,https://data.fis-ski.com/general/load-competitor-picture/80387.html,SK Zinam,CRO
Paulo Oppliger,110166,1971,45267,https://data.fis-ski.com/general/load-competitor-picture/45267.html,U.Catolica,CHI
Kiminobu Kimura,300263,1970,30528,https://data.fis-ski.com/general/load-competitor-picture/30528.html,Rossignol,JPN
Miha Kuerner,561117,1987,78864,https://data.fis-ski.com/general/load-competitor-picture/78864.html,SK Bled,SLO
Atle Lie McGrath,422732,21-04-2000,213823,https://data.fis-ski.com/general/load-competitor-picture/213823.html,Baerums Skiklub,NOR
David Ketterer,202485,22-06-1993,146056,https://data.fis-ski.com/general/load-competitor-picture/146056.html,SSC Schwenningen,GER
Carlo Gerosa,290254,1964,20013,https://data.fis-ski.com/general/load-competitor-picture/20013.html,,ITA
Truls Johansen,421849,1989,108212,https://data.fis-ski.com/general/load-competitor-picture/108212.html,Nero Alpin,NOR
Lars Roesti,512281,19-01-1998,195440,https://data.fis-ski.com/general/load-competitor-picture/195440.html,St. Stephan,SUI
Sergeij Komarov,480670,1983,31675,https://data.fis-ski.com/general/load-competitor-picture/31675.html,,RUS
Finn Chr. Jagge,420102,1966,27494,https://data.fis-ski.com/general/load-competitor-picture/27494.html,Baerums Skiklub,NOR
Stanley Hayer,104344,1973,173575,https://data.fis-ski.com/general/load-competitor-picture/173575.html,Absx,CAN
Anton Lahdenperae,501116,1985,33505,https://data.fis-ski.com/general/load-competitor-picture/33505.html,Gällivare SK,SWE
Pavel Trikhichev,481327,07-11-1992,139687,https://data.fis-ski.com/general/load-competitor-picture/139687.html,FSO of Russia,RUS
Rainer Salzgeber,50171,1967,137826,https://data.fis-ski.com/general/load-competitor-picture/137826.html,Arvika Slk,SWE
Krystof Kryzl,150644,12-10-1986,70730,https://data.fis-ski.com/general/load-competitor-picture/70730.html,Dukla Liberec,CZE
Mitja Kunc,560154,1971,32936,https://data.fis-ski.com/general/load-competitor-picture/32936.html,,SLO
Michael Lichtenegger,50368,1971,35178,https://data.fis-ski.com/general/load-competitor-picture/35178.html,,AUT
Craig Thrasher,530591,1970,61477,https://data.fis-ski.com/general/load-competitor-picture/61477.html,,USA
Andraz Pogladic,561278,1993,146676,https://data.fis-ski.com/general/load-competitor-picture/146676.html,SD Novinar,SLO
Tyler Nella,103375,1988,95303,https://data.fis-ski.com/general/load-competitor-picture/95303.html,OURC,CAN
Graydon Oldfield,100744,1973,44912,https://data.fis-ski.com/general/load-competitor-picture/44912.html,,CAN
Justin J Johnson,532173,1977,28296,https://data.fis-ski.com/general/load-competitor-picture/28296.html,Park City Ski Education Foundation,USA
Georgi Georgiev,90131,1987,78796,https://data.fis-ski.com/general/load-competitor-picture/78796.html,NSA,BUL
Philipp Schoerghofer,51007,20-01-1983,14640,https://data.fis-ski.com/general/load-competitor-picture/14640.html,,SUI
Anders Andersson,500163,1978,1144,https://data.fis-ski.com/general/load-competitor-picture/1144.html,,SWE
Richard Pramotton,290435,1964,48892,https://data.fis-ski.com/general/load-competitor-picture/48892.html,,ITA
Hans Vaccari,6291911,30-07-1996,173845,https://data.fis-ski.com/general/load-competitor-picture/173845.html,C.S. ESERCITO,ITA
David Pretot,190280,1969,49006,https://data.fis-ski.com/general/load-competitor-picture/49006.html,CS Megeve,FRA
Edoardo Zardini,291469,1976,68011,https://data.fis-ski.com/general/load-competitor-picture/68011.html,C.S. Forestale,ITA
Danilo Sbardellotto,290485,1960,54100,https://data.fis-ski.com/general/load-competitor-picture/54100.html,,ITA
Claude Cretier,191115,1977,11623,https://data.fis-ski.com/general/load-competitor-picture/11623.html,LES Arcs,FRA
Hamit Sare,520063,1982,53611,https://data.fis-ski.com/general/load-competitor-picture/53611.html,,TUR
Alessandro Fattori,291116,1973,16562,https://data.fis-ski.com/general/load-competitor-picture/16562.html,,ITA
Jakub Ilewicz,430387,1987,81430,https://data.fis-ski.com/general/load-competitor-picture/81430.html,AZS AWF Katowice,POL
Noel Von Gruenigen,512120,17-04-1995,166519,https://data.fis-ski.com/general/load-competitor-picture/166519.html,Schoenried,SUI
Jostein Haugen,420261,1969,23760,https://data.fis-ski.com/general/load-competitor-picture/23760.html,,NOR
Michael von Gruenigen,510318,1969,64622,https://data.fis-ski.com/general/load-competitor-picture/64622.html,Schoenried,SUI
Gregor Sparovec,560302,1977,57902,https://data.fis-ski.com/general/load-competitor-picture/57902.html,BLD-DTV Partizan Blejska Dobrava,SLO
Danko Marinelli,380296,1987,80385,https://data.fis-ski.com/general/load-competitor-picture/80385.html,SK Rijeka,CRO
Massimo Zucchelli,291019,1972,68462,https://data.fis-ski.com/general/load-competitor-picture/68462.html,,ITA
Brad Hogan,532847,1979,25332,https://data.fis-ski.com/general/load-competitor-picture/25332.html,,USA
Mitja Dragsic,560371,1979,14265,https://data.fis-ski.com/general/load-competitor-picture/14265.html,BRM - SK Branik Maribor,SLO
Gareth Sine,102947,1985,56706,https://data.fis-ski.com/general/load-competitor-picture/56706.html,Kananaskis Alpine Ski Club,CAN
Takuya Ishioka,300281,1971,27084,https://data.fis-ski.com/general/load-competitor-picture/27084.html,Yamaha,JPN
Todd Haywood,410130,1977,23951,https://data.fis-ski.com/general/load-competitor-picture/23951.html,,NZL
Kieffer Christianson,6530115,1992,137215,https://data.fis-ski.com/general/load-competitor-picture/137215.html,Alyeska Ski Club,USA
Sam Maes,60261,07-06-1998,194529,https://data.fis-ski.com/general/load-competitor-picture/194529.html,Snow Valley Racing Team,BEL
Stefan Pistor,200236,1962,48078,https://data.fis-ski.com/general/load-competitor-picture/48078.html,,GER
Jukka Leino,180292,1978,34725,https://data.fis-ski.com/general/load-competitor-picture/34725.html,Heinäveden Hyrske,FIN
Florian Seer,50473,1976,55401,https://data.fis-ski.com/general/load-competitor-picture/55401.html,SC Elsbethen/Salzburg,AUT
Joakim Wallner,500337,1962,65129,https://data.fis-ski.com/general/load-competitor-picture/65129.html,,SWE
Mark Bridgwater,410252,1985,7144,https://data.fis-ski.com/general/load-competitor-picture/7144.html,,NZL
Andrej Prevuznak,700012,1978,49017,https://data.fis-ski.com/general/load-competitor-picture/49017.html,,SVK
Kurt Pittschieler,293079,1984,48119,https://data.fis-ski.com/general/load-competitor-picture/48119.html,G.S. Fiamme Oro,ITA
Truls Ove Karlsen,420148,1975,29445,https://data.fis-ski.com/general/load-competitor-picture/29445.html,Steinkjer Skiklubb,NOR
Andreas Schifferer,50124,1974,80017,https://data.fis-ski.com/general/load-competitor-picture/80017.html,Gällö Sport Klubb,SWE
Raphael Faessler,511224,1985,16297,https://data.fis-ski.com/general/load-competitor-picture/16297.html,Stoos,SUI
Christoph Alster,50761,1980,860,https://data.fis-ski.com/general/load-competitor-picture/860.html,SC Egg -  Vorarlberg,AUT
Maarten Meiners,400237,08-02-1992,140409,https://data.fis-ski.com/general/load-competitor-picture/140409.html,Global Racing,NED
Bryon Friedman,533098,1980,18328,https://data.fis-ski.com/general/load-competitor-picture/18328.html,Park City Ski Education Foundation,USA
Thomas Koenig,53898,1990,119510,https://data.fis-ski.com/general/load-competitor-picture/119510.html,Killington SKI Club,USA
Konstantin Chistiakov,480477, ,62510,https://data.fis-ski.com/general/load-competitor-picture/62510.html,,RUS
Michael Matt,54170,13-05-1993,149514,https://data.fis-ski.com/general/load-competitor-picture/149514.html,SK Flirsch - Tirol,AUT
Adrien Theaux,192746,18-09-1984,61175,https://data.fis-ski.com/general/load-competitor-picture/61175.html,Armees-Emhm - C.O. Val Thorens,FRA
Yoan Todorov,92721,09-07-1997,190122,https://data.fis-ski.com/general/load-competitor-picture/190122.html,Ulen,BUL
Max Ullrich,380341,15-04-1994,,,,
Pierre Emmanuel Dalcin,191116,1977,12202,https://data.fis-ski.com/general/load-competitor-picture/12202.html,S.C. Val Cenis,FRA
Urs Kryenbuehl,512042,28-01-1994,156304,https://data.fis-ski.com/general/load-competitor-picture/156304.html,Drusberg,SUI
Luc Alphand,190010,1965,851,https://data.fis-ski.com/general/load-competitor-picture/851.html,,FRA
Jeroen Van Den Bogaert,60088,16-03-1979,63509,https://data.fis-ski.com/general/load-competitor-picture/63509.html,Ice Mountain Racing team,BEL
Marko Vukicevic,310426,27-10-1992,137307,https://data.fis-ski.com/general/load-competitor-picture/137307.html,BSK,SRB
Mario Scheiber,51005,1983,6578,https://data.fis-ski.com/general/load-competitor-picture/6578.html,,SUI
Matej Prielozny,700929,28-09-1997,189109,https://data.fis-ski.com/general/load-competitor-picture/189109.html,JSC Dubravka,SVK
Will Brandenburg,530165,1987,82361,https://data.fis-ski.com/general/load-competitor-picture/82361.html,Sun Valley Ski Education Fnd,USA
Felix Neureuther,201702,26-03-1984,43238,https://data.fis-ski.com/general/load-competitor-picture/43238.html,SC Partenkirchen,GER
Kristaps Zvejnieks,550054,1992,137645,https://data.fis-ski.com/general/load-competitor-picture/137645.html,SK Virsotne,LAT
Hans Peter Rohr,512168, ,173743,https://data.fis-ski.com/general/load-competitor-picture/173743.html,,SUI
Audun Groenvold,420830,1976,21802,https://data.fis-ski.com/general/load-competitor-picture/21802.html,Vang Skiløperf.,NOR
Roland Fischnaller,291389,1975,17317,https://data.fis-ski.com/general/load-competitor-picture/17317.html,C.S. Carabinieri,ITA
Roberts Rode,550022,1987,79341,https://data.fis-ski.com/general/load-competitor-picture/79341.html,SK Kore -  SKSS,LAT
Adam Kotzmann,151024,08-04-1993,145222,https://data.fis-ski.com/general/load-competitor-picture/145222.html,Ski klub Sumperk,CZE
Arnaud Alessandria,370031,15-07-1993,147858,https://data.fis-ski.com/general/load-competitor-picture/147858.html,Monte Carlo ski Club,MON
Laurent Caiolo,190615,1978,8384,https://data.fis-ski.com/general/load-competitor-picture/8384.html,SC Deux Alpe,FRA
Vincent Lavoie,101375,1977,34284,https://data.fis-ski.com/general/load-competitor-picture/34284.html,Retired,CAN
Antoine Marical,194332,1991,127016,https://data.fis-ski.com/general/load-competitor-picture/127016.html,S.C. Taninges,FRA
Marton Kekesi,240139,19-12-1995,163830,https://data.fis-ski.com/general/load-competitor-picture/163830.html,Fullsport SE,HUN
Tuukka Kaukoniemi,180483,1985,29749,https://data.fis-ski.com/general/load-competitor-picture/29749.html,Vuokatti Slalom,FIN
Ryan Oughtred,100457,1975,45627,https://data.fis-ski.com/general/load-competitor-picture/45627.html,Big White Racers,CAN
Jernej Koblar,560151,1971,31306,https://data.fis-ski.com/general/load-competitor-picture/31306.html,,SLO
Patrick Wright,103156,1986,71128,https://data.fis-ski.com/general/load-competitor-picture/71128.html,Snow Valley Ski Club,CAN
Patrick Brachner,860005,07-01-1992,165241,https://data.fis-ski.com/general/load-competitor-picture/165241.html,,AZE
Greg Galeotti,194457,1992,135851,https://data.fis-ski.com/general/load-competitor-picture/135851.html,C.O VAL THORENS,FRA
Frederik Norys,202765,14-04-1996,175193,https://data.fis-ski.com/general/load-competitor-picture/175193.html,SC Garmisch,GER
Florian Scheiber,51332,17-05-1987,80173,https://data.fis-ski.com/general/load-competitor-picture/80173.html,Skiklub Soelden-Hochsoelden - Tirol,AUT
Daron Rahlves,531040,1973,49652,https://data.fis-ski.com/general/load-competitor-picture/49652.html,Sugar Bowl SKI Team,USA
Daniel Rienda Contreras,490566,1980,50965,https://data.fis-ski.com/general/load-competitor-picture/50965.html,,ESP
Kalle Palander,180251,1977,45879,https://data.fis-ski.com/general/load-competitor-picture/45879.html,Rajaslalom -68,FIN
Markus Foser,350004,1968,17870,https://data.fis-ski.com/general/load-competitor-picture/17870.html,,LIE
Jens Henttinen,180718,02-01-1993,150609,https://data.fis-ski.com/general/load-competitor-picture/150609.html,Helsinki Ski Club,FIN
Dustin Cook,100558,11-02-1989,104762,https://data.fis-ski.com/general/load-competitor-picture/104762.html,MONT STE-MARIE,CAN
Jure Kosir,560033,1972,32005,https://data.fis-ski.com/general/load-competitor-picture/32005.html,ASK Kranjska Gora,SLO
Martin Kroisleitner,50610,1978,127224,https://data.fis-ski.com/general/load-competitor-picture/127224.html,Kungsbergets Alpina / Järbo IF,SWE
Mattias Hargin,501111,07-10-1985,23381,https://data.fis-ski.com/general/load-competitor-picture/23381.html,Huddinge SK,SWE
Roger Pramotton,290436,1969,48893,https://data.fis-ski.com/general/load-competitor-picture/48893.html,,ITA
Nicolas Lambert,194146,1990,120292,https://data.fis-ski.com/general/load-competitor-picture/120292.html,S.C. Les 2 Alpes,FRA
Paolo Pangrazzi,294904,1988,96579,https://data.fis-ski.com/general/load-competitor-picture/96579.html,GS FIAMME ORO,ITA
Ace Tarberry,531156,1988,97378,https://data.fis-ski.com/general/load-competitor-picture/97378.html,Dartmouth Ski Team,USA
Francisco Fernandez Ochoa,490221,1950,16883,https://data.fis-ski.com/general/load-competitor-picture/16883.html,,ESP
Maurizio Feller,291280,1974,16761,https://data.fis-ski.com/general/load-competitor-picture/16761.html,,ITA
Helmut Mayer,50130,1966,96930,https://data.fis-ski.com/general/load-competitor-picture/96930.html,SK Väst Alpin,SWE
Sami Uotila,180212,1976,63118,https://data.fis-ski.com/general/load-competitor-picture/63118.html,Espoo Slalom,FIN
