date,name,ath_country,value,specialty
2019-11-23,Mikaela Shiffrin,US,100,Slalom
2019-11-23,Amelia Smart,CA,0,Slalom
2019-11-23,Asa Ando,JP,0,Slalom
2019-11-23,Ana Bucik,SK,0,Giant Slalom
2019-11-23,Estelle Alphand,SE,12,Giant Slalom
2019-11-23,Paula Moltzan,US,11,Slalom
2019-11-23,Vera Tschurtschenthaler,IT,0,Combined
2019-11-23,Marina Wallner,DE,4,Slalom
2019-11-23,Jessica Hilzinger,DE,0,Slalom
2019-11-23,Gabriela Capova,CZ,7,Slalom
2019-11-23,Kaja Norbye,NO,0,Giant Slalom
2019-11-23,Alexandra Tilley,GB,0,Giant Slalom
2019-11-23,Lara Della Mea,IT,0,Slalom
2019-11-23,Nevena Ignjatovic,RS,0,Combined
2019-11-23,Leona Popovic,HR,0,Slalom
2019-11-23,Michaela Dygruber,AT,0,Slalom
2019-11-23,Nella Korpio,FI,3,Slalom
2019-11-23,Marusa Ferk,SK,0,Combined
2019-11-23,Josephine Forni,FR,0,Combined
2019-11-23,Ylva Staalnacke,SE,0,Slalom
2019-11-23,Doriane Escane,FR,0,Combined
2019-11-23,Hanna Aronsson Elfman,SE,0,Combined
2019-11-23,Ali Nullmeyer,CA,0,Slalom
2019-11-23,Mina Fuerst Holtmann,NO,22,Giant Slalom
2019-11-23,Kristin Anna Lysdahl,NO,0,Slalom
2019-11-23,Martina Dubovska,CZ,29,Slalom
2019-11-23,Laurence St-Germain,CA,0,Slalom
2019-11-23,Irene Curtoni,IT,0,Slalom
2019-11-23,Anastasia Gornostaeva,RU,0,Combined
2019-11-23,Meta Hrovat,SK,0,Giant Slalom
2019-11-23,Magdalena Fjaellstroem,SE,0,Slalom
2019-11-23,Maren Skjoeld,NO,14,Slalom
2019-11-23,Marlene Schmotz,DE,9,Slalom
2019-11-23,Erin Mielzynski,CA,6,Slalom
2019-11-23,Marta Rossetti,IT,0,Slalom
2019-11-23,Sara Hector,SE,20,Giant Slalom
2019-11-23,Nika Murovec,SK,0,Combined
2019-11-23,Federica Brignone,IT,0,Giant Slalom
2019-11-23,Franziska Gritsch,AT,18,Combined
2019-11-23,Martina Peterlini,IT,5,Slalom
2019-11-23,Elena Stoffel,CH,8,Slalom
2019-11-23,Thea Louise Stjernesund,NO,10,Giant Slalom
2019-11-23,Elese Sommerova,CZ,0,Combined
2019-11-23,Charlotte Chable,CH,0,Parallel
2019-11-23,Riikka Honkanen,FI,0,Combined
2019-11-23,Emelie Henning,SE,0,Combined
2019-11-23,Hannah Koeck,AT,0,Combined
2019-11-23,Rosa Pohjolainen,FI,0,Combined
2019-11-23,Julia Toiviainen,FI,0,Combined
2019-11-23,Zazie Huml,US,0,Combined
2019-11-23,Clara Direz,FR,0,Parallel
2019-11-23,Andrea Komsic,HR,0,Combined
2019-11-23,Keely Cashman,US,0,Combined
2019-11-23,Kia-Emilia Hakala,FI,0,Combined
2019-11-23,Katie Hensien,US,0,Combined
2019-11-23,Foreste Peterson,US,0,Combined
2019-11-23,Nuria Pau,ES,0,Combined
2019-11-23,Kristina Riis-Johannessen,NO,0,Giant Slalom
2019-11-23,Marie Lamure,FR,0,Combined
2019-11-23,Andrea Filser,DE,0,Combined
2019-11-23,Melanie Meillard,CH,0,Combined
2019-11-23,Erika Pykalainen,FI,0,Combined
2019-11-23,Marie-Theres Sporer,AT,0,Combined
2019-11-23,Piera Hudson,NZ,0,Combined
2019-11-23,Macarena Simari-Birkner,AR,0,Combined
2019-11-23,Elsa Haakansson Fermbaeck,SE,0,Combined
2019-11-23,Mireia Gutierrez,AD,0,Combined
2019-11-23,Sara Rask,SE,0,Combined
2019-11-23,Ekaterina Tkachenko,RU,0,Parallel
2019-11-23,Marija Shkanova,BY,0,Combined
2019-11-23,Neja Dvornik,SK,0,Combined
2019-11-23,Adriana Jelinkova,NL,0,Parallel
2019-11-23,Magdalena Egger,AT,0,Combined
2019-11-23,Martina Ostler,DE,0,Combined
2019-11-23,Roberta Midali,IT,0,Combined
2019-11-23,Klara Livk,SK,0,Combined
2019-11-23,Carole Bissig,CH,0,Combined
2019-11-23,Jenny Vuori,FI,0,Combined
2019-11-23,Selina Egloff,CH,0,Combined
2019-11-23,Ida Stimac,HR,0,Combined
2019-11-23,Sakurako Mukohgawa,JP,0,Combined
2019-11-23,Nina O Brien,US,0,Parallel
2019-11-23,Anita Gulli,IT,0,Combined
2019-11-23,Tereza Nova,CZ,0,Combined
2019-11-23,Charlotte Guest,GB,0,Parallel
2019-11-23,Chisaki Maeda,JP,0,Combined
2019-11-23,Katharina Gallhuber,AT,16,Slalom
2019-11-23,Vivien Insam,IT,0,Combined
2019-11-23,Emelie Wikstroem,SE,24,Slalom
