date,name,ath_country,value,specialty
2017-12-03,Marcel Hirscher,AT,100,Slalom
2017-12-03,Aljaz Dvornik,SK,0,Combined
2017-12-03,Andrea Ballerin,IT,0,Combined
2017-12-03,Rasmus Windingstad,NO,0,Giant Slalom
2017-12-03,Hig Roberts,US,0,Combined
2017-12-03,Tommy Ford,US,26,Giant Slalom
2017-12-03,Thomas Tumler,CH,0,Super G
2017-12-03,Hannes Reichelt,AT,0,Downhill
2017-12-03,Roberto Nani,IT,6,Giant Slalom
2017-12-03,Riccardo Tonetti,IT,12,Giant Slalom
2017-12-03,Dustin Cook,CA,0,Super G
2017-12-03,Trevor Philp,CA,24,Giant Slalom
2017-12-03,William Duke,AR,0,Combined
2017-12-03,Joan Verdu Sanchez,AD,0,Combined
2017-12-03,Peder Dahlum Eide,NO,0,Combined
2017-12-03,Samu Torsti,FI,0,Giant Slalom
2017-12-03,Aksel Patricksson,NO,0,Combined
2017-12-03,Roland Leitinger,AT,0,Giant Slalom
2017-12-03,Matthias Mayer,AT,0,Downhill
2017-12-03,Ryan Cochran-Siegle,US,0,Giant Slalom
2017-12-03,Dominic Demschar,AU,0,Combined
2017-12-03,Robin Buffet,FR,0,Slalom
2017-12-03,Thomas Fanara,FR,3,Giant Slalom
2017-12-03,James Crawford,CA,0,Combined
2017-12-03,Luca De Aliprandini,IT,16,Giant Slalom
2017-12-03,Marc Rochat,CH,0,Slalom
2017-12-03,Adam Kotzmann,CZ,0,Combined
2017-12-03,Leif Kristian Haugen,NO,9,Giant Slalom
2017-12-03,Elias Kolega,HR,0,Slalom
2017-12-03,Loic Meillard,CH,40,Giant Slalom
2017-12-03,Simon Breitfuss Kammerlander,BO,0,Combined
2017-12-03,Filip Zubcic,HR,32,Giant Slalom
2017-12-03,Alexander Schmid,DE,0,Giant Slalom
2017-12-03,Andre Myhrer,SE,13,Slalom
2017-12-03,Dan Axel Grahn,SE,0,Combined
2017-12-03,Manfred Moelgg,IT,20,Slalom
2017-12-03,Maarten Meiners,NL,0,Combined
2017-12-03,Filip Forejtek,CZ,0,Combined
2017-12-03,Florian Eisath,IT,10,Giant Slalom
2017-12-03,Ryuunosuke Ohkoshi,JP,0,Slalom
2017-12-03,Tomoya Ishii,JP,0,Combined
2017-12-03,Juan Del Campo,ES,0,Combined
2017-12-03,Aleksander Aamodt Kilde,NO,5,Downhill
