date,name,ath_country,value,specialty
1967-01-05,Heini Messner,AT,25,Slalom
1967-01-05,Leo Lacroix,FR,0,Giant Slalom
1967-01-05,Karl Schranz,AT,4,Slalom
1967-01-05,Willi Lesch,DE,2,Slalom
1967-01-05,Ivo Mahlknecht,IT,0,Downhill
1967-01-05,Edmund Bruggmann,CH,0,Giant Slalom
1967-01-05,Jim Barrows,US,0,Downhill
1967-01-05,Jules Melquiond,FR,20,Slalom
1967-01-05,Dennis McCoy,US,0,Slalom
1967-01-05,Jakob Tischhauser,CH,0,Giant Slalom
1967-01-05,Herbert Huber,AT,3,Slalom
1967-01-05,Andreas Sprecher,CH,1,Slalom
1967-01-05,Roger Rossat-Mignod,FR,0,Giant Slalom
1967-01-05,Guy Perillat,FR,6,Slalom
1967-01-05,Werner Bleiner,AT,0,Giant Slalom
1967-01-05,Bruno Piazzalunga,IT,0,Giant Slalom
1967-01-05,Alain Penz,FR,0,Slalom
1967-01-05,Willi Favre,CH,0,Giant Slalom
1967-01-05,John Clough,US,0,Slalom
1967-01-05,Jean Daniel Daetwyler,CH,0,Downhill
1967-01-05,Vladimir Spider Sabich,US,0,Slalom
1967-01-05,Louis Jauffret,FR,0,Slalom
1967-01-05,Bob Swan,CA,0,Giant Slalom
1967-01-05,Peter Rohr,CH,0,Downhill
1967-01-05,Jos Minsch,CH,0,Downhill
1967-01-05,Rudi Sailer,AT,0,Giant Slalom
1967-01-05,Jim Heuga,US,0,Giant Slalom
1967-01-05,Jean Claude Killy,FR,11,Downhill
1967-01-05,Hans Peter Rohr,CH,0,Downhill
1967-01-05,Gerhard Mussner,IT,0,Downhill
1967-01-05,Bengt-Erik Grahn,SE,0,Slalom
1967-01-05,Rod Hebron,CA,0,Slalom
1967-01-05,Rune Lindstroem,SE,0,Slalom
1967-01-05,Franz Vogler,DE,0,Downhill
1967-01-05,Olle Rolen,SE,0,Slalom
1967-01-05,Stefan Sodat,AT,0,Downhill
1967-01-05,Dumeng Giovanoli,CH,15,Giant Slalom
1967-01-05,Henri Duvillard,FR,0,Slalom
1967-01-05,Bernard Orcel,FR,0,Downhill
1967-01-05,Scott Henderson,CA,0,Giant Slalom
1967-01-05,Georges Mauduit,FR,0,Giant Slalom
1967-01-05,Carlo Senoner,IT,8,Slalom
1967-01-05,Lars Olsson,SE,0,Slalom
1967-01-05,Rick Chaffee,US,0,Giant Slalom
1967-01-05,Gerhard Nenning,AT,0,Downhill
1967-01-05,Stefan Kaelin,CH,0,Giant Slalom
1967-01-05,Egon Zimmermann,AT,0,Downhill
1967-01-06,Jim Heuga,US,0,Giant Slalom
1967-01-06,Herbert Huber,AT,4,Slalom
1967-01-06,Karl Schranz,AT,8,Slalom
1967-01-06,Bob Swan,CA,0,Giant Slalom
1967-01-06,Willi Lesch,DE,2,Slalom
1967-01-06,Jakob Tischhauser,CH,0,Giant Slalom
1967-01-06,Jean Daniel Daetwyler,CH,0,Downhill
1967-01-06,Dennis McCoy,US,0,Slalom
1967-01-06,Hans Peter Rohr,CH,0,Downhill
1967-01-06,Lars Olsson,SE,0,Slalom
1967-01-06,John Clough,US,0,Slalom
1967-01-06,Rick Chaffee,US,0,Giant Slalom
1967-01-06,Jos Minsch,CH,0,Downhill
1967-01-06,Jim Barrows,US,0,Downhill
1967-01-06,Gerhard Nenning,AT,0,Downhill
1967-01-06,Willi Favre,CH,0,Giant Slalom
1967-01-06,Egon Zimmermann,AT,0,Downhill
1967-01-06,Rudi Sailer,AT,0,Giant Slalom
1967-01-06,Bengt-Erik Grahn,SE,0,Slalom
1967-01-06,Edmund Bruggmann,CH,2,Giant Slalom
1967-01-06,Scott Henderson,CA,0,Giant Slalom
1967-01-06,Alain Penz,FR,0,Slalom
1967-01-06,Ivo Mahlknecht,IT,0,Downhill
1967-01-06,Leo Lacroix,FR,20,Giant Slalom
1967-01-06,Stefan Kaelin,CH,11,Giant Slalom
1967-01-06,Jules Melquiond,FR,20,Slalom
1967-01-06,Georges Mauduit,FR,25,Giant Slalom
1967-01-06,Guy Perillat,FR,12,Slalom
1967-01-06,Rune Lindstroem,SE,0,Slalom
1967-01-06,Jean Claude Killy,FR,26,Downhill
1967-01-06,Dumeng Giovanoli,CH,15,Giant Slalom
1967-01-06,Rod Hebron,CA,0,Slalom
1967-01-06,Heini Messner,AT,28,Slalom
1967-01-06,Bernard Orcel,FR,0,Downhill
1967-01-06,Werner Bleiner,AT,0,Giant Slalom
1967-01-06,Carlo Senoner,IT,8,Slalom
1967-01-06,Bruno Piazzalunga,IT,0,Giant Slalom
1967-01-06,Roger Rossat-Mignod,FR,8,Giant Slalom
1967-01-06,Vladimir Spider Sabich,US,0,Slalom
1967-01-06,Henri Duvillard,FR,0,Slalom
1967-01-06,Peter Rohr,CH,0,Downhill
1967-01-06,Olle Rolen,SE,0,Slalom
1967-01-06,Gerhard Mussner,IT,0,Downhill
1967-01-06,Andreas Sprecher,CH,1,Slalom
1967-01-06,Stefan Sodat,AT,0,Downhill
1967-01-06,Louis Jauffret,FR,0,Slalom
1967-01-06,Franz Vogler,DE,0,Downhill
1967-01-09,Hans Peter Rohr,CH,0,Downhill
1967-01-09,Georges Mauduit,FR,40,Giant Slalom
1967-01-09,Ivo Mahlknecht,IT,0,Downhill
1967-01-09,Bengt-Erik Grahn,SE,0,Slalom
1967-01-09,Stefan Sodat,AT,0,Downhill
1967-01-09,Willi Favre,CH,20,Giant Slalom
1967-01-09,Rune Lindstroem,SE,0,Slalom
1967-01-09,John Clough,US,0,Slalom
1967-01-09,Heini Messner,AT,32,Slalom
1967-01-09,Rudi Sailer,AT,0,Giant Slalom
1967-01-09,Olle Rolen,SE,0,Slalom
1967-01-09,Rod Hebron,CA,0,Slalom
1967-01-09,Franz Vogler,DE,0,Downhill
1967-01-09,Gerhard Nenning,AT,0,Downhill
1967-01-09,Jean Daniel Daetwyler,CH,0,Downhill
1967-01-09,Gerhard Mussner,IT,0,Downhill
1967-01-09,Rick Chaffee,US,0,Giant Slalom
1967-01-09,Alain Penz,FR,0,Slalom
1967-01-09,Scott Henderson,CA,0,Giant Slalom
1967-01-09,Willi Lesch,DE,2,Slalom
1967-01-09,Jakob Tischhauser,CH,8,Giant Slalom
1967-01-09,Roger Rossat-Mignod,FR,8,Giant Slalom
1967-01-09,Andreas Sprecher,CH,1,Slalom
1967-01-09,Louis Jauffret,FR,0,Slalom
1967-01-09,Werner Bleiner,AT,8,Giant Slalom
1967-01-09,Guy Perillat,FR,15,Slalom
1967-01-09,Herbert Huber,AT,4,Slalom
1967-01-09,Peter Rohr,CH,0,Downhill
1967-01-09,Bruno Piazzalunga,IT,1,Giant Slalom
1967-01-09,Vladimir Spider Sabich,US,0,Slalom
1967-01-09,Stefan Kaelin,CH,11,Giant Slalom
1967-01-09,Bernard Orcel,FR,0,Downhill
1967-01-09,Carlo Senoner,IT,8,Slalom
1967-01-09,Henri Duvillard,FR,0,Slalom
1967-01-09,Jean Claude Killy,FR,51,Downhill
1967-01-09,Bob Swan,CA,0,Giant Slalom
1967-01-09,Dumeng Giovanoli,CH,15,Giant Slalom
1967-01-09,Egon Zimmermann,AT,0,Downhill
1967-01-09,Leo Lacroix,FR,31,Giant Slalom
1967-01-09,Jos Minsch,CH,0,Downhill
1967-01-09,Lars Olsson,SE,0,Slalom
1967-01-09,Karl Schranz,AT,8,Slalom
1967-01-09,Edmund Bruggmann,CH,2,Giant Slalom
1967-01-09,Jim Barrows,US,0,Downhill
1967-01-09,Jules Melquiond,FR,20,Slalom
1967-01-09,Dennis McCoy,US,0,Slalom
